NAME,ADDRESS,PHONE,CITY,COUNTY,STATE,LAT,LON,TYPE,WFO
 Clinchview Golf & Country Club, 970 Hwy 11 W, (865) 993-2892, Bean Station,, TN,36.323703,-83.333483,GC,MRX
 Graysburg Hills Golf Course, 910 Graysburg Hills Rd, (423) 234-8061, Chuckey,, TN,36.308816,-82.706183,GC,MRX
 Twin Creeks Golf Course, 90 Chuckey Hwy, (423) 257-5192, Chuckey,, TN,36.202139,-82.716128,GC,MRX
 Andrew Johnson Golf Club, 615 Lick Hollow Rd, (423) 636-1476, Greeneville,, TN,36.130768,-82.865714,GC,MRX
 Baileyton Golf Club, 7925 Horton Hwy, (423) 234-5131, Greeneville,, TN,36.34523,-82.818176,GC,MRX
 Kinser Park Golf Course, Route 10 Kinter Park Ln, (423) 639-6406, Greeneville,, TN,36.162877,-82.833751,GC,MRX
 Link Hills Country Club, 1325 E Allens Bridge Rd, (423) 639-2961, Greeneville,, TN,36.098487,-82.852963,GC,MRX
 River Trace Golf Course, 5605 Asheville Hwy, (423) 639-1622, Greeneville,, TN,36.080118,-82.865615,GC,MRX
 The Country Club, 1635 Doyal Dr, (423) 581-2763, Morristown,, TN,36.214306,-83.325942,GC,MRX
 Millstone Golf Club, 450 Alpha Valley Home Rd, (423) 586-4000, Morristown,, TN,36.170419,-83.370135,GC,MRX
 Morristown Golf & Country Club, 1180 Valley Home Rd, (423) 586-9953, Morristown,, TN,36.190978,-83.318838,GC,MRX
 Brainerd Golf Course, 5203 Old Mission Rd, (423) 855-2692, Chattanooga,, TN,35.019719,-85.215427,GC,MRX
 Brown Acres Golf Course, 406 Brown Rd, (423) 855-2680, Chattanooga,, TN,35.011616,-85.197476,GC,MRX
 Chattanooga Golf & Country Club, 1511 Riverview Rd, (423) 266-1049, Chattanooga,, TN,35.068804,-85.280637,GC,MRX
 Concord Golf Club, 7 Radmoor Ln, (423) 894-4536, Chattanooga,, TN,35.014602,-85.179292,GC,MRX
 Council Fire Golf Club, 100 Council Fire Dr, (423) 499-6300, Chattanooga,, TN,34.986562,-85.173046,GC,MRX
 Eagle Bluff Golf Club, 5808 Clubhouse Dr, (423) 326-0202, Chattanooga,, TN,35.141019,-85.153239,GC,MRX
 Moccasin Bend Golf Club, 381 Moccasin Bend Rd, (423) 267-3585, Chattanooga,, TN,35.051123,-85.330171,GC,MRX
 Bear Trace at Harrison Bay State Park, 8411 Harrison Bay Rd, (423) 326-0885, Harrison,, TN,35.17443,-85.116284,GC,MRX
 Creeks Bend Golf Club, 5900 Hixson Pike, (423) 842-5911, Hixson,, TN,35.149221,-85.211605,GC,MRX
 Valleybrook Golf & Country Club, 180 Valleybrook Rd, (423) 842-4646, Hixson,, TN,35.15861,-85.204257,GC,MRX
 The Honors Course, 9603 Old Lee Hwy, (423) 238-4272, Ooltewah,, TN,35.107996,-85.063401,GC,MRX
 Signal Mountain Golf & Country Club, 809 James Blvd, (423) 886-2557, Signal Mountain,, TN,35.130911,-85.341035,GC,MRX
 Montlake Golf Course, 9104 Brow Lake Rd, (423) 332-3111, Soddy Daisy,, TN,35.248506,-85.220562,GC,MRX
 Silver Lake Golf Club, 450 Silver Lake Rd, (423) 357-9940, Church Hill,, TN,36.513018,-82.69354,GC,MRX
 Cattails at Meadowview Golf Course, 1901 Meadowview Pkwy, (423) 578-6624, Kingsport,, TN,36.509381,-82.567976,GC,MRX
 Old Island Golf & Residential Community, 535 Island Rd, (423) 279-1700, Kingsport,, TN,36.561391,-82.414209,GC,MRX
 Ridgefields Country Club, 2320 Pendragon Rd, (423) 246-4179, Kingsport,, TN,36.544897,-82.608841,GC,MRX
 Warriors Path State Park Golf Course, 1687 Fall Creek Rd, (423) 323-4990, Kingsport,, TN,36.506324,-82.478245,GC,MRX
 McDonald Golf Club & Driving Range, 352 Guntown Rd, (423) 272-1477, Rogersville,, TN,36.387021,-82.981106,GC,MRX
 Baneberry Golf & Resort, 704 Harrison Ferry Rd, (865) 674-2500, Baneberry,, TN,36.044721,-83.265553,GC,MRX
 Dandridge Golf & Country Club, 1247 Stonewall Jackson Dr, (865) 397-2655, Dandridge,, TN,36.042653,-83.405433,GC,MRX
 Patriot Hills Golf Club, 735 Constitution Dr, (865) 475-4466, Jefferson City,, TN,36.058283,-83.48068,GC,MRX
 Lost Creek Golf Club, 824 Milligan Way, (865) 475-9661, New Market,, TN,36.090263,-83.564559,GC,MRX
 White Pine Golf Club, 3331 Leadvale Rd, (865) 674-9986, White Pine,, TN,36.084357,-83.267757,GC,MRX
 Roan Valley Golf Estates, 300 Clubhouse Ln, (423) 727-7931, Mountain City,, TN,36.424459,-81.787112,GC,MRX
 Fox Den Country Club, 12284 N Fox Den Dr, (865) 966-5533, Farragut,, TN,35.877,-84.08434,GC,MRX
 Beaver Brook Golf & Country Club, 2910 Cunningham Rd, (865) 689-4479, Knoxville,, TN,36.06674,-83.949,GC,MRX
 Beverly Park, 5311 Beverly Park Cir, (865) 689-6445, Knoxville,, TN,36.061061,-83.891064,GC,MRX
 Cherokee Country Club, 5205 Lyons View Dr, (865) 584 -4840, Knoxville,, TN,35.932968,-83.987401,GC,MRX
 Concord Park, 10909 S Northshore Dr, (865) 966-9103, Knoxville,, TN,35.861896,-84.12869,GC,MRX
 Dead Horse Lake Golf Course, 9891 Sherrill Blvd, (865) 693-5270, Knoxville,, TN,35.913334,-84.114915,GC,MRX
 Holston Hills Country Club, 5200 Holston Hills Rd, (865) 523-4119, Knoxville,, TN,35.99531,-83.842003,GC,MRX
 Knoxville Golf Course, 3925 Schaad Rd, (865) 691-7143, Knoxville,, TN,35.991874,-84.040402,GC,MRX
 Ruggles Ferry Golf Club, 8522 N Ruggles Ferry Pike, (865) 932-4450, Knoxville,, TN,36.037024,-83.771003,GC,MRX
 Three Ridges Golf Course, 6101 Wise Springs Rd, (865) 687-4797, Knoxville,, TN,36.09204,-83.847558,GC,MRX
 Whittle Springs Golf Course, 3113 Valley View Dr, (865) 525-1022, Knoxville,, TN,36.01761,-83.911115,GC,MRX
 The Wee Course, 2351 Dandridge Ave, (865) 546-5828, Knoxville,, TN,35.97028,-83.884292,GC,MRX
 Willow Creek Golf  Club, 12003 Kingston Pike, (865) 675-0100, Knoxville,, TN,35.877,-84.08434,GC,MRX
 Executive Meadows Golf Course, 500 Executive Meadows Dr, (865) 988-8331, Lenoir City,, TN,35.824482,-84.291399,GC,MRX
 The Medalist at Avalon, 1299 Oak Chase Blvd, (865) 986-4653, Lenoir City,, TN,35.8633,-84.253812,GC,MRX
 Rarity Point Golf Course, 1800 Oakum Ct, (865) 988-0370, Lenoir City,, TN,35.820787,-84.225786,GC,MRX
 Riverview Golf Course, 101 Club Dr, (865) 986-6972, Loudon,, TN,35.759446,-84.363524,GC,MRX
 Tanasi Golf Club, 450 Clubhouse Pt, (865) 458-4707, Loudon,, TN,35.729958,-84.259925,GC,MRX
 The TN National Golf Club, 700 Old Club Rd, (888) 486-6285, Loudon,, TN,35.715668,-84.353919,GC,MRX
 Toqua Golf Club, 200 Toqua Golf Club Way, (865) 458-6546, Loudon,, TN,35.715668,-84.353919,GC,MRX
 Sequatchie Valley Golf & Country Club, 2040 Sweeten Cove Rd, (423) 837-6532, South Pttsburg,, TN,35.053983,-85.724659,GC,MRX
 Ridgewood Golf Club, 387 Country Rd, (423) 263-5672, Athens,, TN,35.172433,-84.632592,GC,MRX
 White Oaks Golf Course, 705 Country Rd 105, (423) 745-3349, Athens,, TN,35.172433,-84.632592,GC,MRX
 Springbrook Golf & Country Club, 123 Country Club Ln, (423) 568-2161, Niota,, TN,35.514858,-84.555882,GC,MRX
 Lakehaven Golf & Country Club, 296 Lakehaven Cir, (423) 334-3654, Decatur,, TN,35.375113,-84.896599,GC,MRX
 Madisonville Golf Course, 180 Golf Course Rd, (423) 442-6423, Madisonville,, TN,35.530458,-84.345443,GC,MRX
 Rarity Bay on Lake Tellico, Hwy 72 Tellico Lake, (423) 884-3030, Vonore,, TN,35.50099,-84.125379,GC,MRX
 Copper Basin Golf Club, 5765 Hwy 64, (423) 496-3579, Copperhill,, TN,35.025286,-84.325242,GC,MRX
 Dayton Golf & Country Club, 315 Payne Ln, (423) 775-2313, Evensville,, TN,35.494718,-84.81508,GC,MRX
 Emory Golf & Country Club, 201 Westberry Heights Dr, (865) 882-9977, Harriman,, TN,35.947283,-84.51294,GC,MRX
 Lakeside Golf Course, 736 Paint Rock Ferry Rd, (865) 376-5397, Kingston,, TN,35.850414,-84.496203,GC,MRX
 Southwest Point Golf Course, 1099 Decatur Hwy, (865) 376-5282, Kingston,, TN,35.856645,-84.53373,GC,MRX
 Rockwood Municipal Golf Course, 5159 Roan State Hwy, (865) 354-2121, Rockwood,, TN,35.874119,-84.652701,GC,MRX
 Crooked Creek Golf Course, 185 Fairway Ln, (423) 569-9506, Oneida,, TN,36.482268,-84.530953,GC,MRX
 Mt. Airy Golf & Athletic Club, 123 Madison Dr, (423) 949-2582, Dunlap,, TN,35.441932,-85.348383,GC,MRX
 River Islands Golf Club, 9610 Kodak Rd, (865) 933-0100, Kodak,, TN,35.961724,-83.676798,GC,MRX
 Bent Creek Golf Resort, 3919 E Parkway, (865) 436-3947, Gatlinburg,, TN,35.761722,-83.347067,GC,MRX
 Gatlinburg Municipal Golf Course, 520 Dollywood Ln, (865) 453-3912, Pigeon Forge,, TN,35.784808,-83.540233,GC,MRX
 Eagles Landing Golf Club, 1556 Old Knoxville Hwy, (865) 429-4223, Sevierville,, TN,35.905398,-83.58903,GC,MRX
 Bays Mountain Golf Course, 685 Chris Haven Dr, (865) 577-8172, Seymour,, TN,35.855622,-83.81303,GC,MRX
 Creekside Plantation, 1045 Creekside Village Way, (865) 577-4653, Seymour,, TN,35.885082,-83.722741,GC,MRX
 Tri Cities Golf Course, 2354 Feathers Chapel Rd, (423) 323-4178, Blountville,, TN,36.520275,-82.293243,GC,MRX
 Country Club of Bristol, 6045 Old Jonesboro Rd, (423) 652-1703, Bristol,, TN,36.589638,-82.120626,GC,MRX
 Holston Valley Golf Course, 300 Holston Valley Golf Course Rd, (423) 878-7400, Bristol,, TN,36.551269,-82.143328,GC,MRX
 Steel Creek Golf Course, 20 Little Ln, (423) 764-6411, Bristol,, TN,36.575348,-82.236602,GC,MRX
 Old Island Golf & Residential Community, 535 Island Rd, (423) 279-1700, Kingsport,, TN,36.561391,-82.414209,GC,MRX
 Buffalo Valley Golf Course, 90 Country Club Dr, (423) 743-5021, Unicoi,, TN,36.231682,-82.328286,GC,MRX
 The Ridges Golf & Country Club, 1501 Ridges Club Dr, (423) 913-3100, Jonesboro,, TN,36.342242,-82.458571,GC,MRX
 Monta Vista Golf Club, Brooks Rd, (276) 861-4014, Sneedville,, TN,36.591015,-83.457431,GC,MRX
 Lonesome Pine Country Club, 2760 Country Club Rd, (276) 523-0739, Big Stone Gap,, VA,36.885497,-82.67791,GC,MRX
 Monte Vista Golf Club, Brooks Ln, (276) 861-4014, Gibson  Station,, VA,36.604305,-83.597774,GC,MRX
 Cedar Hill Country Club, Country Club Rd, (276) 346-1535, Jonesville,, VA,36.676091,-83.164476,GC,MRX
 Lake Bonaventure Country Club, 4708 Gravel Lick Rd, (276) 762-7618, Castlewood,, VA,36.856719,-82.261807,GC,MRX
 Clear Creek Golf Club, 19732 Harleywood Rd, (276) 466-4833, Bristol,, VA,36.664277,-82.118248,GC,MRX
 The Olde Farm Golf Club, 16639 Old Jonesboro Rd, (276) 669-1042, Bristol,, VA,36.645675,-82.061719,GC,MRX
 The Virginian Golf Club, 22512 Clubhouse Ridge, (276) 645-7050, Bristol,, VA,36.623092,-82.088242,GC,MRX
 Glenrochie Country Club, 200 Clubhouse Dr, (276) 628-3572, Abingdon,, VA,36.694822,-81.958362,GC,MRX
 Deer Field Golf Course, 33315 Brittany Ln, (276) 475-5649, Damascus,, VA,36.650248,-81.780369,GC,MRX
 Greenway Creek Golf Course, 36012 Lee Hwy, (276) 429-2626, Glade Springs,, VA,36.779696,-81.747158,GC,MRX
 Cherokee Hills Golf & Country Club, 3046 Harshaw Rd, (828) 837-5853, Murphy,, NC,35.065976,-83.98984,GC,MRX
 Chatuge Shores Golf Couse, 260 Golf Course Rd, (828) 389-8940, Hayesville,, NC,34.999321,-83.813443,GC,MRX
 Mountain Harbour Golf & Yacht Club, 100 Mountain Harbour Dr, (828) 389-4111, Hayesville,, NC,35.035161,-83.743071,GC,MRX
