NAME,ADDRESS,PHONE,CITY,COUNTY,STATE,LAT,LON,TYPE,WFO
 Old Fort, 2314 Highway 411, (423) 338-2206, Old Fort,, TN,35.067374,-84.73348,PO,MRX
 Turtletown, 4600 Highway 68, (423) 496-2545, Turtletown,, TN,35.12636,-84.353256,PO,MRX
 Dayton, 426 1st Ave, (423) 570-7265, Dayton,, TN,35.494705,-85.014311,PO,MRX
 Evensville, 13602 Rhea County Hwy, (423) 775-1200, Evensville,, TN,35.579151,-84.937662,PO,MRX
 Grandview, 7103 Wassom Memorial Hwy, (423) 365-6827, Grandview,, TN,35.762181,-84.86577,PO,MRX
 Graysville, 4397 Dayton Ave, (423) 775-2696, Graysville,, TN,35.446672,-85.079683,PO,MRX
 Spring City, 265 Front St, (423) 365-6827, Spring City,, TN,35.692097,-84.861687,PO,MRX
 Harriman, 1122 S Roan St, (865) 882-7126, Harriman,, TN,35.917886,-84.572128,PO,MRX
 Kingston, 424 N Kentucky St, (865) 717--6273, Kingston,, TN,35.874477,-84.514434,PO,MRX
 Oliver Springs, 200 W Spring St, (865) 435-7753, Oliver Springs,, TN,36.04488,-84.340315,PO,MRX
 Rockwood, 304 W Rockwood St, (865) 354-0524, Rockwood,, TN,35.868582,-84.687738,PO,MRX
 Elgin, 179 Ruby Hwy, (423) 627-2390, Elgin,, TN,36.3323,-84.6062,PO,MRX
 Helenwood, 13013 Scott Hwy, (423) 569-4482, Helenwood,, TN,36.435907,-84.539373,PO,MRX
 Huntsville, 215 Huntsville Dr, (423) 663-2229, Huntsville,, TN,36.410684,-84.491094,PO,MRX
 Oneida, 103 E 2nd Ave, (423) 569-8353, Oneida,, TN,36.500862,-84.515805,PO,MRX
 Robbins, 5900 Scott Hwy, (423) 627-2520, Robbins,, TN,36.356571,-84.588933,PO,MRX
 Winfield, 24588 Scott Hwy, (423) 569-5785, Winfield,, TN,36.546,-84.454976,PO,MRX
 Dunlap, 15198 Rankin Ave, (423) 949-9429, Dunlap,, TN,35.365895,-85.392521,PO,MRX
 Whitwell, 13190 Highway 28, (423) 658-6485, Whitwell,, TN,35.211634,-85.518828,PO,MRX
 Gatlinburg, 1216 E Parkway, (865) 436-5464, Gatlinburg,, TN,35.725812,-83.482208,PO,MRX
 Kodak, 2849 Winfield Dunn Pkwy, (865) 932-3362, Kodak,, TN,35.955896,-83.593173,PO,MRX
 Pigeon Forge, 3235 Rena St, (865) 429-1859, Pigeon Forge,, TN,35.787968,-83.561314,PO,MRX
 Sevierville, 711 Dolly Parton Pkwy, (865) 429-9818, Sevierville,, TN,35.863912,-83.551735,PO,MRX
 Seymour, 10615 Chapman Hwy, (865) 573-2530, Seymour,, TN,35.879363,-83.778463,PO,MRX
 Blountville, 169 Franklin Dr, (423) 323-8401, Blountville,, TN,36.533266,-82.321165,PO,MRX
 Bluff City, 4326 Bluff City Hwy, (423) 538-7085, Bluff City,, TN,36.472054,-82.269134,PO,MRX
 Bristol, 111 6th St, (423) 274-8010, Bristol,, TN,36.593639,-82.183319,PO,MRX
 Bristol (Volunteer), 1430 Volunteer Pkwy, (423) 844-0539, Bristol,, TN,36.55838,-82.212732,PO,MRX
 Kingsport, 1001 N Eastman Rd, (423) 230-6306, Kingsport,, TN,36.528988,-82.532479,PO,MRX
 Kingsport (Colonial Heights), 4313 Fort Henry Dr, (423) 239-0900, Kingsport,, TN,36.481819,-82.496902,PO,MRX
 Kingsport (Downtown), 320 W Center St, (423) 245-0500, Kingsport,, TN,36.548805,-82.562125,PO,MRX
 Piney Flats, 257 Jonesboro Rd, (423) 538-6672, Piney Flats,, TN,36.432296,-82.307952,PO,MRX
 Erwin, 201 N Main Ave, (423) 743-9422, Erwin,, TN,36.146985,-82.414643,PO,MRX
 Flag Pond, 1305 Rice Creek Rd, (423) 743-5431, Flag Pond,, TN,36.015539,-82.558255,PO,MRX
 Unicoi, 4010 Unicoi Dr, (423) 743-4945, Unicoi,, TN,36.19862,-82.34987,PO,MRX
 Luttrell, 3333 Highway 61 E, (865) 992-3111, Luttrell,, TN,36.202732,-83.74374,PO,MRX
 Maynardville, 3009 Maynardville Hwy, (865) 992-8359, Maynardville,, TN,36.232226,-83.8351,PO,MRX
 Sharps Chapel, 111 Dr Davis Rd, (865) 278-3333, Sharps Chapel,, TN,36.34335,-83.810938,PO,MRX
 Fall Branch, 134 Ruritan Rd, (423) 348-8777, Fall Branch,, TN,36.41144,-82.618636,PO,MRX
 Johnson City, 530 E Main St, (423) 232-5805, Johnson City,, TN,36.320045,-82.343426,PO,MRX
 Johnson City  (Carroll Reece), 1100 N State of Franklin Rd, (423) 283-4966, Johnson City,, TN,36.333804,-82.403017,PO,MRX
 Johnson City (East Tenn St Univ), 807 University Pkwy, (423) 439-4232, Johnson City,, TN,36.304679,-82.363246,PO,MRX
 Johnson City (Gray), 220 Old Gray Station Rd, (423) 477-2015, Johnson City,, TN,36.410398,-82.472267,PO,MRX
 Jonesborough, 121 Boone St, (423) 753-7048, Jonesborough,, TN,36.297995,-82.469936,PO,MRX
 Limestone, 359 Opi Arnold Rd, (423) 257-5600, Limestone,, TN,36.236373,-82.626881,PO,MRX
 Mountain Home, 53 Memorial Dr, (423) 926-4804, Mountain Home,, TN,36.307899,-82.37708,PO,MRX
 Telford, 1888 Old State Route 34, (423) 753-8461, Telford,, TN,36.244531,-82.554215,PO,MRX
 Ben Hur, St Rt Alt 58, (276) 346-1756, Ben Hur,, VA,36.731971,-83.083296,PO,MRX
 Blackwater, St RT 70, (276) 346-3497, Blackwater,, VA,36.633429,-83.007757,PO,MRX
 Dryden, Hwy 58, (276) 546-4343, Dryden,, VA,36.781212,-82.872954,PO,MRX
 Ewing, Old US 58, (276) 445-5191, Ewing,, VA,36.627128,-83.514539,PO,MRX
 Jonesville, Church St, (276) 346-2590, Jonesville,, VA,36.692726,-83.110441,PO,MRX
 Keokee, St Rt 606, (276) 565-1533, Keokee,, VA,36.831697,-82.967487,PO,MRX
 Pennington Gap, 301 W Morgan Ave, (276) 546-2623, Pennington Gap,, VA,36.756825,-83.030144,PO,MRX
 Rose Hill, St Rt 58, (276) 445-5291, Rose Hill,, VA,36.643719,-83.414503,PO,MRX
 Saint Charles, Main St, (276) 383-4496, Saint Charles,, VA,36.835366,-83.052821,PO,MRX
 Castlewood, 19366 US Highway 58, (276) 762-7762, Castlewood,, VA,36.856719,-82.261807,PO,MRX
 Cleveland, 6550 Cleveland Rd, (276) 889-1799, Cleveland,, VA,36.982024,-82.133979,PO,MRX
 Dante, 506 Bunchtown Rd, (276) 495-8070, Dante,, VA,37.033002,-82.275439,PO,MRX
 Honaker, 5528 Redbud Hwy, (276) 873-5585, Honaker,, VA,37.03301,-82.004023,PO,MRX
 Lebanon, 304 W Main St, (276) 889-1451, Lebanon,, VA,36.900817,-82.08557,PO,MRX
 Rosedale, 18542 US Highway 19, (276) 880-1169, Rosedale,, VA,36.965673,-81.890578,PO,MRX
 Swords Creek, 4209 Swords Creek Rd, (276) 991-0025, Swords Creek,, VA,37.081083,-81.920388,PO,MRX
 Duffield, 466 Duff Patt Hwy, (276) 431-2697, Duffield,, VA,36.70139,-82.806355,PO,MRX
 Dungannon, 18948 Veterans Memorial Hwy, (276) 467-2230, Dungannon,, VA,36.823332,-82.531961,PO,MRX
 Fort Blackmore, 14287 Clinch River Hwy, (276) 995-2138, Fort Blackmore,, VA,36.763578,-82.623724,PO,MRX
 Gate City, 328 Jones St, (276) 386-7911, Gate City,, VA,36.665321,-82.609981,PO,MRX
 Hiltons, 90 Second St, (276) 386-7221, Hiltons,, VA,36.644315,-82.415094,PO,MRX
 Nickelsville, 158 Bethel Rd, (276) 479-2187, Nickelsville,, VA,36.749203,-82.41804,PO,MRX
 Weber City, 102 Legion St, (276) 386-7911, Weber City,, VA,36.627556,-82.55446,PO,MRX
 Abingdon, 300 W Main St, (276) 628-1121, Abingdon,, VA,36.708798,-81.980252,PO,MRX
 Damascus, 211 N Reynolds St, (276) 475-3411, Damascus,, VA,36.635845,-81.789721,PO,MRX
 Emory, 31045 Oxford Ave, (276) 944-3522, Emory,, VA,36.773759,-81.834445,PO,MRX
 Glade Spring, 205 E Glade St, (276) 429-5211, Glade Spring,, VA,36.789654,-81.772418,PO,MRX
 Meadowview, 29063 Walker Ln, (276) 944-3081, Meadowview,, VA,36.762049,-81.860889,PO,MRX
 Mendota, 2543 Mendota Rd, (276) 466-2877, Mendota,, VA,36.713503,-82.298655,PO,MRX
 Appalachia, 534 W Main St, (276) 565-0340, Appalachia,, VA,36.899518,-82.788329,PO,MRX
 Big Stone Gap, 322 Wood Ave E, (276) 523-2960, Big Stone Gap,, VA,36.867515,-82.774628,PO,MRX
 Coeburn, 115 High Ave NE, (276) 395-3121, Coeburn,, VA,36.943463,-82.46434,PO,MRX
 East Stone Gap, 3911 E Stone Gap Rd, (276) 523-2502, East Stone Gap,, VA,36.867374,-82.743738,PO,MRX
 Pound, 11317 Highland Ave, (276) 796-4413, Pound,, VA,37.1243,-82.599566,PO,MRX
 Saint Paul, 16552 Russell St, (276) 762-5871, Saint Paul,, VA,36.904351,-82.311724,PO,MRX
 Wise, 208 Main St, (276) 328-6053, Wise,, VA,36.97745,-82.579629,PO,MRX
 Andrews, 12 Chestnut St, (828) 321-4208, Andrews,, NC,35.197309,-83.823598,PO,MRX
 Culberson, 2400 NC Hwy 60, (828) 644-5131, Culberson,, NC,34.990164,-84.166363,PO,MRX
 Marble, 189 Marble Rd, (828) 837-5604, Marble,, NC,35.176724,-83.923641,PO,MRX
 Murphy, 388 Valley River Ave, (828) 837-6214, Murphy,, NC,35.08871,-84.029919,PO,MRX
 Topton, 23979 US Highway 19, (828) 321-5301, Topton,, NC,35.264875,-83.636667,PO,MRX
 Brasstown, 98 Settawig Rd, (828) 837-5046, Brasstown,, NC,35.055682,-83.924855,PO,MRX
 Hayesville, 136 Sanderson St, (828) 389-6625, Hayesville,, NC,35.046095,-83.816984,PO,MRX
