NAME,ADDRESS,PHONE,CITY,COUNTY,STATE,LAT,LON,TYPE,WFO
CANTON PD,"58 PARK ST., CANTON 28716",828-648-2376,,HAYWOOD,NC,35.532418,-82.840156,PD,GSP
CATAWBA PD,"107 S. MAIN ST., CATAWBA 28609",828-241-4888,,CATAWBA,NC,35.7073,-81.0755,PD,GSP
CENTRAL PD,"202 CHURCH ST , CENTRAL 29630",864-639-4020,,PICKENS,SC,34.716913,-82.771525,PD,GSP
CHAR-MECK PD CENTRAL DIV,"119 E. 7TH ST. STE 2C, CHARLOTTE 28202  ",704-336-5729,,MECKLENBURG,NC,35.229414,-80.839465,PD,GSP
CHAR-MECK PD EASTWAY DIV,"3024 EASTWAY DR., CHARLOTTE 28205",704-336-8535,,MECKLENBURG,NC,35.214947,-80.780966,PD,GSP
CHAR-MECK PD FREEDOM DIV,"4150 WILKINSON BLVD., CHARLOTTE 28208",704-398-6731,,MECKLENBURG,NC,35.225811,-80.908466,PD,GSP
CHAR-MECK PD HICKORY GROVE DIV,"5727 A N. SHARON AMITY RD., CHAR 28215",704-567-9198,,MECKLENBURG,NC,35.233749,-80.738979,PD,GSP
CHAR-MECK PD HQ/METRO DIV,"601 E. TRADE ST., CHARLOTTE 28202",704-336-2373/336-8300,,MECKLENBURG,NC,35.222965,-80.837909,PD,GSP
CHAR-MECK PD INDEPENDENCE DIV,"9315 G MONROE RD., CHARLOTTE 28270",704-841-1477,,MECKLENBURG,NC,35.144875,-80.742199,PD,GSP
CHAR-MECK PD N. TRYON DIV,"4045 N. TRYON ST., CHARLOTTE 28206",704-336-8398,,MECKLENBURG,NC,35.257093,-80.797455,PD,GSP
CHAR-MECK PD NORTH DIV,"10430 R HARRIS OAKS BLVD, CHARLOTTE 28269",704-432-3801,,MECKLENBURG,NC,35.344325,-80.844606,PD,GSP
CHAR-MECK PD PROVIDENCE DIV,"3500-400 LATROBE DR., CHARLOTTE 28205",704-943-2400,,MECKLENBURG,NC,35.19776,-80.800284,PD,GSP
CHAR-MECK PD SOUTH DIV,"8050 CORPORATE CNTR DR #100, CHAR 28226",704-544-4835,,MECKLENBURG,NC,35.086003,-80.855432,PD,GSP
CHAR-MECK PD STEELE CRK DIV,"1750 SHOPTON RD., CHARLOTTE 28217",704-336-7800,,MECKLENBURG,NC,35.16379,-80.920648,PD,GSP
CHAR-MECK PD UNIV CITY DIV,"8401 UNIV EXEC PARK DR, CHARLOTTE 28262",704-432-3900,,MECKLENBURG,NC,35.302279,-80.75385,PD,GSP
CHAR-MECK PD WESTOVER DIV,"1540 WEST BLVD., CHARLOTTE 28208",704-432-2442,,MECKLENBURG,NC,35.216537,-80.882688,PD,GSP
CHERRYVILLE PD,"704 E. CHURCH ST., CHERRYVILLE 28021",704-435-1717,,GASTON,NC,35.384067,-81.373041,PD,GSP
CHESNEE PD,"201 W CHEROKEE ST, CHESNEE, SC 29323 ",864-461-2225,,SPARTANBURG,SC,35.148812,-81.862456,PD,GSP
CHESTER PD,"2740 DAWSON DR, CHESTER 29706 ",803-581-2131,,CHESTER,SC,34.707682,-81.229286,PD,GSP
CHINA GROVE PD,"333 N. MAIN ST., CHINA GROVE 28023",704-857-7755,,ROWAN,NC,35.571505,-80.57795,PD,GSP
CLAREMONT PD,"3301 E. MAIN ST., CLAREMONT 28610",828-459-9295,,CATAWBA,NC,35.715298,-81.14529,PD,GSP
CLARKESVILLE PD,"210 E. WATER ST., CLARKESVILLE",706-754-5390,,HABERSHAM,GA,34.616006,-83.525121,PD,GSP
CLAYTON PD,"14 EMERGENCY DR., CLAYTON ",706-782-2181,,RABUN,GA,34.883118,-83.392324,PD,GSP
CLEMSON PD,"1198 Tiger Blvd, Clemson 29631",864-624-2000,,PICKENS,SC,34.69011,-82.83035,PD,GSP
CLEMSON UNIV. PD,"Centennial Boulevard, Clemson 29634",864-656-2222,,PICKENS,SC,34.67892,-82.84476,PD,GSP
CLEVELAND PD,100 N. DEPOT ST. CLEVELAND,704-278-1900,,ROWAN,NC,35.733507,-80.676862,PD,GSP
CLINTON PUBLIC SAFETY ,CO-LOCATED WITH FD,864-833-7512,,LAURENS,SC,,,PD,GSP
CLOVER PD,"112 BETHEL ST., CLOVER 29710",803-222-9494/1219,,YORK,SC,35.110716,-81.226152,PD,GSP
CLYDE PD,"105 DEPOT ST., CLYDE 28721",828-627-2940,,HAYWOOD,NC,35.533491,-82.910047,PD,GSP
COLUMBUS PD,"95 WALKER ST., COLUMBUS 28722",828-894-5464,,POLK,NC,35.246906,-82.194598,PD,GSP
CONCORD PD,"30 MARKET ST., CONCORD 28025",704-920-5000,,CABARRUS,NC,35.409194,-80.581019,PD,GSP
CONCORD PD ADAM DISTRICT,"1480 CONCORD PKWY N, CONCORD 28025",704-920-5020,,CABARRUS,NC,35.439027,-80.605829,PD,GSP
CONCORD PD BAKER DISTRICT,"1485 OLD CHARLOTTE RD, CONCORD 28027",704-920-5081,,CABARRUS,NC,35.360229,-80.596371,PD,GSP
CONCORD PD CHARLIE DISTRICT,"250 INT'L DR NW, CONCORD 28027",704-920-5084,,CABARRUS,NC,35.417756,-80.654246,PD,GSP
CONCORD PD DAVID DISTRICT,"8111 CONCORD MILLS BLVD., CONCORD 28027",704-979-1000,,CABARRUS,NC,35.37178,-80.719233,PD,GSP
CONOVER PD,"115 E. 2ND ST., CONOVER",828-464-4698,,CATAWBA,NC,35.71,-81.22,PD,GSP
COOLEEMEE PD,"114 DUKE ST., COOLEEMEE 27014",336-284-4098,,DAVIE,NC,35.814846,-80.555569,PD,GSP
CORNELIA PD,"163 LARKIN ST., CORNELIA",706-778-4314,,HABERSHAM,GA,34.516282,-83.525215,PD,GSP
CORNELIUS PD,"21440 CATAWBA AVE, CORNELIUS",704-892-1363,,MECKLENBURG,NC,35.48123,-80.85945,PD,GSP
COUNTY SHERIFF,"232 N. MAIN ST., SALISBURY 28144",704-216-8700,,ROWAN,NC,35.668562,-80.468382,PD,GSP
COUNTY SHERIFF,"198 N. WASHINGTON ST., RUTHERFORDTON ",828-287-6247,,RUTHERFORD,NC,35.368312,-81.958663,PD,GSP
COUNTY SHERIFF,"40 WARD ST., COLUMBUS",828-894-3001,,POLK,NC,35.251538,-82.197368,PD,GSP
COUNTY SHERIFF,"593 SPAULDING RD., MARION 28752",828-652-4000,,MCDOWELL,NC,35.664402,-82.031639,PD,GSP
COUNTY SHERIFF,"32 E. MORGAN ST., BREVARD 28712",828-884-3168,,TRANSYLVANIA,NC,35.232792,-82.736449,PD,GSP
COUNTY SHERIFF,"110 E MAIN ST., BURNSVILLE",828-682-2124,,YANCEY,NC,35.917083,-82.297194,PD,GSP
COUNTY SHERIFF,21 Old Calhoun Falls Road Abbeville 29620,864-446-6000,,ABBEVILLE,SC,34.164773,-82.417091,PD,GSP
COUNTY SHERIFF,"305 Camson Rd., Anderson 29625 ",864-260-4400,,ANDERSON,SC,34.532887,-82.682136,PD,GSP
COUNTY SHERIFF,312 East Frederick Street 29340,864-489-4722,,CHEROKEE,SC,35.072754,-81.644229,PD,GSP
COUNTY SHERIFF,2740 Dawson Drive Chester 29706,803-581-5131,,CHESTER,SC,34.707933,-81.233581,PD,GSP
COUNTY SHERIFF,4 McGee Street Greenville 29601,271-5210,,GREENVILLE,SC,34.853696,-82.388503,PD,GSP
COUNTY SHERIFF,"528 Edgefield Avenue, Greenwood ",864-942-8600,,GREENWOOD,SC,34.188034,-82.163653,PD,GSP
COUNTY SHERIFF,216 West Main Street Laurens,864-984-4967,,LAURENS,SC,34.498352,-82.01886,PD,GSP
COUNTY SHERIFF,300 South Church Street Walhalla 29691,864-638-4111,,OCONEE,SC,34.764296,-83.069272,PD,GSP
COUNTY SHERIFF,"216 L E C Rd # A, Pickens 29671",864-898-5500,,PICKENS,SC,34.87135,-82.70164,PD,GSP
COUNTY SHERIFF,"1675-2A York Highway, York 29745",803-628-3059,,YORK,SC,34.98259,-81.19686,PD,GSP
COUNTY SHERIFF SUBSTATION,"108 S. DEPOT ST., PENDLETON",864-646-3839,,ANDERSON,SC,34.648493,-82.778414,PD,GSP
COUNTY SHERIFF/COMMS,"700 JOHN HOWELL MEM DR., LINCOLNTON 28092",704-732-9050,,LINCOLN,NC,35.491145,-81.238017,PD,GSP
COWPENS PD,"5330 N MAIN ST, COWPENS 29330 ",864-463-3201,,SPARTANBURG,SC,35.017465,-81.80383,PD,GSP
CRAMERTON PD,"155 N. MAIN ST., CRAMERTON 28032",704-824-7964,,GASTON,NC,35.235722,-81.066055,PD,GSP
DALLAS PD,"131 N. GASTON ST., DALLAS 28034",704-922-3116,,GASTON,NC,35.315813,-81.175957,PD,GSP
DAVIDSON PD,"216 S. MAIN ST., DAVIDSON 28036",704-892-5131,,MECKLENBURG,NC,35.497845,-80.849504,PD,GSP
DEMOREST PD,"125 IVY ST., DEMOREST",706-754-7562,,HABERSHAM,GA,34.570759,-83.541289,PD,GSP
DILLARD PD,"892 FRANKLIN ST., DILLARD",706-746-5891,,RABUN,GA,34.966755,-83.384303,PD,GSP
DREXEL PD/FD,"202 CHURCH ST., DREXEL 28619",828-437-7421,,BURKE,NC,35.756718,-81.606705,PD,GSP
DUE WEST PD,"103 N Main St, DUE WEST 29639 ",864-379-2150,,ABBEVILLE,SC,34.332451,-82.389318,PD,GSP
DUNCAN P.D.,"153 W MAIN ST, DUNCAN, SC 29334 ",864-949-6600,,SPARTANBURG,SC,34.938187,-82.144773,PD,GSP
EASLEY PD,"220 North West Main Street, Easley 29640",864-859-4025,,PICKENS,SC,34.83044,-82.60624,PD,GSP
EAST SPENCER PD,"105 S. LONG ST., EAST SPENCER",704-636-7111,,ROWAN,NC,35.704439,-80.414579,PD,GSP
ELBERT COUNTY SHERIFF,"47 FOREST AVE, ELBERTON 30635",706-283-2421,,ELBERT,GA,34.111426,-82.871856,PD,GSP
ELBERTON POLICE DEPT.,"1317 ATHENS HWY, ELBERTON GA",706-283-1211,,ELBERT,GA,34.117468,-82.892822,PD,GSP
ELK PARK PD,"169 WINTERS ST., ELK PARK 28622",828-733-9573,,AVERY,NC,36.157072,-81.981407,PD,GSP
EMERGENCY SERVICES,"104 E. MAIN ST., FRANKLIN 28734",828-349-2067,,MACON,NC,35.182084,-83.38044,PD,GSP
FLETCHER PD,"110 PARRISH MUNICIPAL DR., FLETCHER 28732",828-687-7922,,HENDERSON,NC,35.432464,-82.529301,PD,GSP
FOREST CITY PD,"187 S. CHURCH ST., FOREST CITY 28043",828-245-5555,,RUTHERFORD,NC,35.33359,-81.868625,PD,GSP
FORT LAWN PD,"5541 Main Street, Fort Lawn 29714",803-872-4995,,CHESTER,SC,34.696426,-80.89902,PD,GSP
FORT MILL PD,"111 Academy St, Fort Mill",803-547-2022,,YORK,SC,35.00637,-80.944,PD,GSP
FOUNTAIN INN PD,"300 N MAIN ST, FOUNTAIN INN 29644 ",864-862-4461,,GREENVILLE,SC,34.695628,-82.201483,PD,GSP
FRANKLIN PD,"188 W. MAIN ST., FRANKLIN 28734",828-524-2864,,MACON,NC,35.181216,-83.383093,PD,GSP
FRANKLIN SPRINGS PD/FD,"2135 E. MAIN ST., FRANKLIN SPRINGS",706-245-0000,,FRANKLIN,GA,34.284,-83.144,PD,GSP
GAFFNEY PD,"201 N LIMESTONE ST, GAFFNEY 29340 ",864-489-8115,,CHEROKEE,SC,35.073226,-81.649003,PD,GSP
GASTON COUNTY PD SUBSTN,"132 W. VIRGINIA AVE., BESSEMER CITY 28016",704-629-2235,,GASTON,NC,35.28489,-81.284654,PD,GSP
GASTONIA PD,"200 E. LONG ST., GASTONIA 28053",704-866-3320,,GASTON,NC,35.265876,-81.179243,PD,GSP
GEORGIA STATE PATROL POST 7,"4206 HWY 184, TOCCOA 30577 ",706-282-4531,,STEPHENS,GA,34.552877,-83.352173,PD,GSP
GLEN ALPINE PD,"103 PITTS ST., GLEN ALPINE",828-584-2113,,BURKE,NC,35.73,-81.78,PD,GSP
GRANITE FALLS PD,"30 PARK SQUARE, GRANITE FALLS 28630",828-396-3358,,CALDWELL,NC,35.8,-81.43,PD,GSP
GRANITE QUARRY PD,"818 N SALISBURY GQ AVE., QC 28072",704-279-2952,,ROWAN,NC,35.630086,-80.447096,PD,GSP
GRAY COURT P.D.,"GRAY COURT, SC 29645 ",864-876-3482,,LAURENS,SC,34.60698,-82.11756,PD,GSP
GREAT FALLS PD,"324 DEARBORN ST, GREAT FALLS 29055 ",803-482-2145,,CHESTER,SC,34.571598,-80.897996,PD,GSP
GREENVILLE PD,"4 MCGEE ST, GREENVILLE 29601",271-5333,,GREENVILLE,SC,34.853696,-82.388503,PD,GSP
GREENWOOD PD,"520 MONUMENT STREET, GREENWOOD, SC 29646",864-942-8405,,GREENWOOD,SC,34.188712,-82.162715,PD,GSP
GREER PD,"101 W. POINSETT ST., GREER",848-2151,,GREENVILLE,SC,34.938716,-82.227354,PD,GSP
GROVER PD,"207 MULBERRY RD., GROVER 28073",704-937-9901,,CLEVELAND,NC,35.170047,-81.449684,PD,GSP
HABERSHAM COUNTY SHERIFF,"1000 DETENTION DRIVE, CLARKESVILLE, GA 30523 ",706-754-6666,,HABERSHAM,GA,34.611253,-83.533562,PD,GSP
HART COUNTY SHERIFF,"155 N. CAROLINA ST, HARTWELL 30643",706-376-3114,,HART,GA,34.355211,-82.93238,PD,GSP
HARTWELL POLICE,"500 E HOWELL ST, HARTWELL 30643",706-376-3111,,HART,GA,34.351648,-82.927938,PD,GSP
HAYWOOD COUNTY EOC,"215 N. MAIN ST., WAYNESVILLE 28786",828-452-6600,,HAYWOOD,NC,35.487769,-82.997599,PD,GSP
HAYWOOD COUNTY SHERIFF,"1620 BROWN AVE, WAYNESVILLE 28786",828-452-6666,,HAYWOOD,NC,35.487769,-82.997599,PD,GSP
HENDERSON COUNTY SHERIFF,"201 N. MAIN ST., HENDERSONVILLE 28792",828-697-4911,,HENDERSON,NC,35.314898,-82.459833,PD,GSP
HENDERSONVILLE PD,"145 5TH AVE E., HENDERSONVILLE 28793",828-697-3025,,HENDERSON,NC,35.318002,-82.459627,PD,GSP
HICKORY PD,"347 2ND AVE. SW, HICKORY 28602",828-324-2060,,CATAWBA,NC,35.729839,-81.343774,PD,GSP
HIGHLANDS PD,"310 OAK ST., HIGHLANDS 28741",828-526-9431,,MACON,NC,35.053944,-83.198947,PD,GSP
HIGHWAY PATROL,"1000 N. PINCKNEY ST., UNION 29379",864-427-3912,,UNION,SC,34.726654,-81.628333,PD,GSP
HIGHWAY PATROL,"390 FAIRGROUND RD., LAURENS 29360",864-,,LAURENS,SC,34.496515,-81.978992,PD,GSP
HIGHWAY PATROL TROOP 2 POST A,"275 MT. BETHEL GARMANY RD, NEWBERRY 29108",803-276-6112,,NEWBERRY,SC,34.290023,-81.596295,PD,GSP
HIGHWAY PATROL TROOP 2 POST B,"1803 BYPASS 25 SE, GREENWOOD 2964",864-229-3181,,GREENWOOD,SC,34.169752,-82.143355,PD,GSP
HIGHWAY PATROL TROOP 3 POST A,"331 US 29 BYPASS N., ANDERSON 29621",864-260-2201,,ANDERSON,SC,34.482637,-82.640362,PD,GSP
HIGHWAY PATROL TROOP 3 POST B,"201 CHURCH ST., CENTRAL 29630",864-639-0931,,PICKENS,SC,34.716882,-82.771513,PD,GSP
HIGHWAY PATROL TROOP 3 POST C,"211 CENTURY DR., GREENVILLE 29606",241-1218,,GREENVILLE,SC,34.858066,-82.35985,PD,GSP
HIGHWAY PATROL TROOP 3 POST D,"8794 FAIRFOREST RD., SPARTANBURG 29303",864-587-4702,,SPARTANBURG,SC,34.974923,-81.998026,PD,GSP
HIGHWAY PATROL TROOP 4 POST A,"1868 OLD GEORGIA HWY., GAFFNEY 29340",864-489-3117,,CHEROKEE,SC,35.052002,-81.689521,PD,GSP
HIGHWAY PATROL TROOP 4 POST B,"305 HANDS MILL HWY., ROCK HILL 29732",803-366-7668,,YORK,SC,34.993669,-81.099795,PD,GSP
HIGHWAY PATROL TROOP 4 POST C,"1232 J.A. COCHRAN BYP., CHESTER 29706",803-581-8791,,CHESTER,SC,34.691183,-81.211675,PD,GSP
HIGHWAY PATROL TROOP E DIST 3,"5780 S. MAIN ST., SALISBURY 28147",704-639-7574,,ROWAN,NC,35.60191,-80.543236,PD,GSP
HIGHWAY PATROL TROOP E DIST 6,"2192 KANNAPOLIS HWY., CONCORD 28027",704-786-2197,,CABARRUS,NC,35.445022,-80.613711,PD,GSP
HIGHWAY PATROL TROOP F DIST 1,"260 ENOLA RD., MORGANTON 28655",828-438-6291,,BURKE,NC,35.719336,-81.673338,PD,GSP
HIGHWAY PATROL TROOP F DIST 3,"309 PINE MTN RD., HUDSON 28638",828-726-2500,,CALDWELL,NC,35.846906,-81.476724,PD,GSP
HIGHWAY PATROL TROOP F DIST 4,"905 CAROLINA AVE. N, STATESVILLE 28677",704-878-4221,,IREDELL,NC,35.805367,-80.878649,PD,GSP
HIGHWAY PATROL TROOP F DIST 5,"3265 US 70 SE, NEWTON 28658",828-466-5528,,CATAWBA,NC,35.697682,-81.267846,PD,GSP
HIGHWAY PATROL TROOP G DIST 1,"116 N. MAIN ST., BURNSVILLE 28714",828-682-2579,,YANCEY,NC,35.921783,-82.299343,PD,GSP
HIGHWAY PATROL TROOP G DIST 2,"3975 NC 226 S, MARION 28752",828-652-2181,,MCDOWELL,NC,35.656667,-81.96,PD,GSP
HIGHWAY PATROL TROOP G DIST 3,"125 BAYSTONE DR., HENDERSONVILLE 28791",828-693-4141,,HENDERSON,NC,35.361307,-82.481148,PD,GSP
HIGHWAY PATROL TROOP G DIST 4,"600 TUNNEL RD., ASHEVILLE 28805",828-298-4256,,BUNCOMBE,NC,35.586878,-82.510723,PD,GSP
HIGHWAY PATROL TROOP G DIST 5,"290 LEE RD., CLYDE 28721",828-627-2851,,HAYWOOD,NC,35.530421,-82.938815,PD,GSP
HIGHWAY PATROL TROOP G DIST 6,"2650 GOVERNERS ISLAND RD., BRYSON CITY",828-488-2184,,SWAIN,NC,35.436152,-83.41092,PD,GSP
HIGHWAY PATROL TROOP H DIST 1,"2560 W. FRANKLIN BLVD, GASTONIA 28052",704-853-5373,,GASTON,NC,35.259724,-81.2253,PD,GSP
HIGHWAY PATROL TROOP H DIST 3,"2206 FOWLER SECREST RD., MONROE 28110",704-283-8101,,UNION,NC,35.027933,-80.584361,PD,GSP
HIGHWAY PATROL TROOP H DIST 4,"1914 E. DIXON RD., SHELBY 28152",704-480-5409,,CLEVELAND,NC,35.266459,-81.482142,PD,GSP
HIGHWAY PATROL TROOP H DIST 5,"8446 N. TRYON ST., CHARLOTTE 28262",704-547-0042,,MECKLENBURG,NC,35.303044,-80.75133,PD,GSP
HONEA PATH PD,"30 N MAIN ST, HONEA PATH, SC 29654",864-369-0532/0580,,ANDERSON,SC,34.447256,-82.393125,PD,GSP
HOT SPRINGS PD,"186 BRIDGE ST., HOT SPRINGS",828-622-3214,,MADISON,NC,35.891917,-82.829324,PD,GSP
HUDSON PD,"550 CENTRAL ST., HUDSON 28638",828-728-5021,,CALDWELL,NC,35.847048,-81.495183,PD,GSP
HUNTERSVILLE PD,"102 GILEAD RD., HUNTERSVILLE 28078",704-875-6542,,MECKLENBURG,NC,35.410907,-80.843131,PD,GSP
HWY PTL TROOP F DIST 4 SUBSTN,"RT. 3, BOX 601, TAYLORSVILLE 28681",704-632-4976,,ALEXANDER,NC,35.908667,-81.178333,PD,GSP
HWY PTL TROOP F DIST 5 SUBSTN,"1448 N. ASPEN ST., LINCOLNTON 28092",704-735-4451,,LINCOLN,NC,35.490666,-81.250343,PD,GSP
HWY PTL TROOP G DIST 2 SUBSTN,"596 WITHROW RD., FOREST CITY 28403",828-286-2482,,RUTHERFORD,NC,35.341707,-81.894924,PD,GSP
INMAN PD,"20 S MAIN ST, INMAN 29349 ",864-472-2828,,SPARTANBURG,SC,35.046996,-82.089853,PD,GSP
IVA PD,"204 JACKSON RD., IVA",864-348-6192,,ANDERSON,SC,34.31,-82.66,PD,GSP
JACKSON COUNTY COMMS,"401 GRINDSTAFF COVE RD., SYLVA 28779",828-586-1911,,JACKSON,NC,35.382731,-83.222743,PD,GSP
JONESVILLE PD,"149 PACOLET ST, JONESVILLE 29353 ",864-674-5262,,UNION,SC,34.835324,-81.67894,PD,GSP
KANNAPOLIS PD,314 S. MAIN ST. KANNAPOLIS 28081,704-920-4000,,CABARRUS,NC,35.493245,-80.626908,PD,GSP
KINGS MOUNTAIN PD,"112 SOUTH PIEDMONT AVE., KINGS MTN 28086",704-734-0444,,CLEVELAND,NC,35.239427,-81.342551,PD,GSP
LAKE LURE PD,"2950 MEMORIAL HWY., LAKE LURE 28746",828-625-4685,,RUTHERFORD,NC,35.435283,-82.233076,PD,GSP
LANDIS PD,"136 N. CENTRAL AVE., LANDIS 28088",704-857-2129,,ROWAN,NC,35.546773,-80.609155,PD,GSP
LANDRUM PD,"100 N SHAMROCK AVE, LANDRUM, SC 29356 ",864-457-7281,,SPARTANBURG,SC,35.17581,-82.18792,PD,GSP
LAUREL PARK PD,"441 WHITE PINE DR., LAUREL PARK 28739",828-692-9399,,HENDERSON,NC,35.314251,-82.484762,PD,GSP
LAURENS PD,"201 W Main ST, LAURENS 29360 ",864-984-3531,,LAURENS,SC,34.498646,-82.01579,PD,GSP
LAVONIA PD,"12715 AUGUSTA RD., LAVONIA ",706-356-4848,,FRANKLIN,GA,34.434063,-83.107741,PD,GSP
LENOIR PD,"1035 WEST AVE. NW, LENOIR 28645",828-757-2121,,CALDWELL,NC,35.913847,-81.541881,PD,GSP
LIBERTY PD,"206 W. FRONT ST., LIBERTY 29657",864-843-3956,,PICKENS,SC,34.78619,-82.695131,PD,GSP
LINCOLNTON PD,"627 E. MAIN ST., LINCOLNTON 28093",704-736-8900,,LINCOLN,NC,35.474038,-81.249185,PD,GSP
LONG VIEW PD,"2401 1ST AVE. SW, LONG VIEW 28602",828-327-2343,,BURKE,NC,35.728962,-81.379307,PD,GSP
LOWELL PD,"101 W. 1ST ST., LOWELL 28098",704-824-8540,,GASTON,NC,35.267343,-81.102124,PD,GSP
LYMAN P.D.,"81 GROCE RD, LYMAN, SC 29365 ",864-439-8445,,SPARTANBURG,SC,34.947711,-82.123019,PD,GSP
MADISON COUNTY EM,5707 US 25/75 MARSHALL 28753,828-649-9608,,MADISON,NC,35.814416,-82.680796,PD,GSP
MAGGIE VALLEY PD,"3987 SOCO RD., MAGGIE VALLEY 28751",828-926-0867,,HAYWOOD,NC,35.515037,-83.08387,PD,GSP
MAIDEN PD,"201 W. MAIN ST., MAIDEN 28650",828-428-5005,,CATAWBA,NC,35.576988,-81.215252,PD,GSP
MARION PD,"270 S. MAIN., MARION 28752",828-652-3231,,MCDOWELL,NC,35.67802,-82.000908,PD,GSP
MARS HILL PD,"28 N. MAIN ST., MARS HILLL 28754",828-689-2301,,MADISON,NC,35.827002,-82.548865,PD,GSP
MARSHALL PD,"42 N. MAIN ST., MARSHALL",828-649-2111,,MADISON,NC,35.798062,-82.68683,PD,GSP
MARSHVILLE PD,"107 N. ELM ST., MARSHVILLE 28103",704-624-6767,,UNION,NC,34.986513,-80.368396,PD,GSP
MATTHEWS PD,"1201 CREWS RD., MATTHEWS 28105",704-847-4069 (-5555 EMER),,MECKLENBURG,NC,35.124764,-80.720168,PD,GSP
MAULDIN PD,"5 E BUTLER RD, MAULDIN 29662 ",289-8900,,GREENVILLE,SC,34.778731,-82.309374,PD,GSP
MECK CO SHERIFF OFFICE,700 E. 4TH ST. CHARLOTTE 28202,704-336-2542,,MECKLENBURG,NC,35.221189,-80.838322,PD,GSP
MINT HILL PD,"7200 MATTHEWS-MINT HILL RD., MINT HILL 28227",704-545-1085 (847-5555 EMER),,MECKLENBURG,NC,35.174352,-80.655598,PD,GSP
MOCKSVILLE PD,"278 N. MAIN ST., MOCKSVILLE 27028",336-751-6231,,DAVIE,NC,35.895922,-80.561303,PD,GSP
MONROE PD,"218 E. FRANKLIN ST., MONROE",704-282-4700,,UNION,NC,34.98,-80.55,PD,GSP
MONTREAT PD,"96 RAINBOW TERRACE, MONTREAT 28757",828-669-8002,,BUNCOMBE,NC,35.65,-82.3,PD,GSP
MOORESVILLE PD,"750 W. IREDELL AVE., MOORESVILLE 28115",704-664-3311,,IREDELL,NC,35.593522,-80.816079,PD,GSP
MOUNT HOLLY PD,"125 E. CHARLOTTE AVE., MT. HOLLY 28120",704-827-4343,,GASTON,NC,35.297803,-81.016143,PD,GSP
MOUNTAIN CITY PD,"102 BOTSON DR., MOUNTAIN CITY",706-746-3513,,RABUN,GA,34.92,-83.38,PD,GSP
