NAME,ADDRESS,PHONE,CITY,COUNTY,STATE,LAT,LON,TYPE,WFO
Port Isabel Volunteer Fire Department,305 E Maxan ST,956-943-3523,Port Isabel,CAMERON,TX,26.077527,-97.2087615,FD,BRO
Santa Maria Volunteer Fire Department,,956-565-1212,Santa Maria,CAMERON,TX,26.0779283,-97.8438278,FD,BRO
Laguna Vista Volunteer Fire Department,122 Fernandez ST,956-233-9181,Laguna Vista,CAMERON,TX,26.102457,-97.290873,FD,BRO
South Padre Island Fire/Rescue,4601 Padre BLVD,956-761-3040,South Padre Island,CAMERON,TX,26.11889708,-97.16998539,FD,BRO
San Benito Fire Department,1201 S Sam Houston BLVD,956-361-3850,San Benito,CAMERON,TX,26.12238828,-97.64025255,FD,BRO
Islamorada Fire Rescue,86800 Overseas HWY,305-664-6490,Islamorada,MONROE ,FL,24.96019684,-80.56820417,FD,KEY
La Feria Volunteer Fire Department,115 E Commercial AVE,956-797-2444,La Feria,CAMERON,TX,26.15870317,-97.82367462,FD,BRO
Weslaco Fire Department,120 E 5TH ST 2ND FL,956-447-3415,Weslaco,HIDALGO,TX,26.15699906,-97.99046425,FD,BRO
Mercedes Fire Department,,956-565-7755,Mercedes,HIDALGO,TX,26.174778,-97.9210835,FD,BRO
Alamo Fire Department,125 S 9TH ST,956-787-5787,Alamo,HIDALGO,TX,26.181765,-98.119143,FD,BRO
San Juan Volunteer Fire Department,709 S Nebraska,956-783-3484,San Juan,HIDALGO,TX,26.186886,-98.1550935,FD,BRO
Pharr Fire Rescue,118 S Cage BLVD,956-787-2761,Pharr,HIDALGO,TX,26.194104,-98.184303,FD,BRO
Harlingen Fire Department,3510 E Grimes ST,956-216-5701,Harlingen,CAMERON,TX,26.20526282,-97.66021324,FD,BRO
McAllen Fire Department,,956-681-2500,McAllen,HIDALGO,TX,26.199708,-98.232974,FD,BRO
City of Rio Hondo Volunteer Fire Department,,956-748-2102,Rio Hondo,CAMERON,TX,26.2163304,-97.5818676,FD,BRO
Mission Fire Department,415 W Tom Landry ST,956-580-8705,Mission,HIDALGO,TX,26.21646857,-98.32929258,FD,BRO
Donna Volunteer Fire Department,,965-464-3013,Donna,HIDALGO,TX,26.234574,-98.072621,FD,BRO
Palmview Volunteer Fire Department,400 W Veterans BLVD,956-580-3302,Mission,HIDALGO,TX,26.236989,-98.37351,FD,BRO
LaJoya Volunteer Fire Department,,956-580-7020,La Joya,HIDALGO,TX,26.242638,-98.4863015,FD,BRO
Sullivan City Volunteer Fire Department,W US 83 EXPY N,956-485-2828,Sullivan City,HIDALGO,TX,26.26683972,-98.54323287,FD,BRO
Key Largo Volunteer Fire-Rescue Department,,305-451-2700,Key Largo,MONROE ,FL,25.09116,-80.43896,FD,KEY
La Grulla Volunteer Fire Department,,956-716-8294,Grulla,STARR,TX,26.272158,-98.650763,FD,BRO
City of Elsa Fire Department,,956-262-2741,Elsa,HIDALGO,TX,26.292624,-97.99955,FD,BRO
Alton Volunteer Fire Department,207 W Main ST,956-432-0740,Alton,HIDALGO,TX,26.28731645,-98.31498223,FD,BRO
La Villa Volunteer Fire Department,,956-262-5250,La Villa,HIDALGO,TX,26.2968655,-97.9289196,FD,BRO
Edinburg Volunteer Fire Department,,956-383-7691,Edinburg,HIDALGO,TX,26.308428,-98.185562,FD,BRO
La Casita Volunteer Fire Department,,956-716-8906,Garciasville,STARR,TX,26.32178,-98.70281,FD,BRO
Edcouch Fire Department,,956-262-5522,Edcouch,HIDALGO,TX,26.366127,-98.0252315,FD,BRO
City of Lyford Volunteer Fire Department,,956-347-3571,Lyford,WILLACY,TX,26.384649,-97.752932,FD,BRO
Rio Grande City Fire Department,910 E Highway 83,956-487-5312,Rio Grande City,STARR,TX,26.37751832,-98.81162293,FD,BRO
La Rosita Volunteer Fire Department,4192 W US Highway 83,956-847-1676,Rio Grande City,STARR,TX,26.39536519,-98.92210005,FD,BRO
Roma Fire Department,,956-849-2231,Roma,STARR,TX,26.400273,-98.9885105,FD,BRO
LaSara Volunteer Fire Department,,956-689-5577,LaSara,WILLACY,TX,26.46411,-97.911602,FD,BRO
Ocean Reef Fire Department,110 Anchor DR,305-367-2222,Key Largo,MONROE ,FL,25.31835,-80.27991,FD,KEY
Port Mansfield Volunteer Fire Department,,956-944-2271,Port Mansfield,WILLACY,TX,26.554899,-97.4325743,FD,BRO
Salineno Volunteer Fire Department,,956-848-5811,Salineno,STARR,TX,26.517768,-99.1106405,FD,BRO
Everglades National Park Visitor Protection,40001 SR 9336,305-242-7740,Homestead,MIAMI-DADE ,FL,25.39453865,-80.58197069,FD,MFL
Linn-San Manuel Volunteer Fire Department,,956-383-7222,Linn,HIDALGO,TX,26.629989,-98.305973,FD,BRO
482 SPTG/CEF Fire Department,29050 Coral Sea BLVD,305-224-7400,Homestead ARB,MIAMI-DADE ,FL,25.49888482,-80.39623714,FD,MFL
Ochopee Fire Control District Station 61,,239-695-4114,Everglades City,COLLIER,FL,25.865808,-81.38276,FD,MFL
Key Biscayne Fire Rescue,560 Crandon Blvd,305-365-8989,Key Biscayne,MIAMI-DADE ,FL,25.690842,-80.16426,FD,MFL
City of Marco Island Fire Rescue,1280 San Marco RD,239-289-5040,Marco Island,COLLIER,FL,25.93746,-81.715122,FD,MFL
Miami Fire-Rescue,,305-416-5401,Miami,MIAMI-DADE ,FL,25.728045,-80.2450835,FD,MFL
Coral Gables Fire & Rescue Department,2815 Salzedo ST,305-460-5571,Coral Gables,MIAMI-DADE ,FL,25.745868,-80.260011,FD,MFL
Isles of Capri Fire & Rescue,175 Capri BLVD,239-394-8770,Naples,COLLIER,FL,25.984269,-81.727272,FD,MFL
Zapata County Fire Department,,956-765-9942,Zapata,ZAPATA ,TX,26.955789,-99.2860415,FD,BRO
Miami-Dade Fire Rescue Department,9300 NW 41ST ST,786-331-5000,Doral,MIAMI-DADE ,FL,25.809435,-80.348544,FD,MFL
Miami Beach Fire Department,2300 Pine Tree DR,305-673-7120,Miami Beach,MIAMI-DADE ,FL,25.801704,-80.131302,FD,MFL
Hialeah Fire Department,83 E 5TH ST,305-883-6900,Hialeah,MIAMI-DADE ,FL,25.82639747,-80.27984755,FD,MFL
East Naples Fire Control & Rescue District,4798 Davis BLVD,239-774-7111,Naples,COLLIER,FL,26.138205,-81.75078,FD,MFL
Naples Fire Department,355 Riverside CIR,239-213-4900,Naples,COLLIER,FL,26.151876,-81.789921,FD,MFL
Miramar Fire & Rescue,14801 SW 27 ST,954-438-1278,Miramar,BROWARD,FL,25.98498,-80.3442015,FD,MFL
Hallandale Beach Fire Rescue,121 SW 3RD ST,954-457-1470,Hallandale Beach,BROWARD,FL,25.981452,-80.150031,FD,MFL
Pembroke Pines Fire & Rescue,9500 Pines BLVD,954-435-6700,Pembroke Pines,BROWARD,FL,26.007633,-80.271603,FD,MFL
Kenedy County Fire & Emergency Services District No. 1,,361-294-5511,Sarita,KENEDY ,TX,27.222423,-97.791542,FD,BRO
Golden Gate Fire Control & Rescue District,14575 Collier BLVD,239-348-7540,Naples,COLLIER,FL,26.25227374,-81.68863564,FD,MFL
Cooper City Fire Department,10550 Stirling RD,954-432-8905,Hollywood,BROWARD,FL,26.04424301,-80.28710389,FD,MFL
North Naples Fire Control and Rescue District,1885 Veterans Park DR,239-597-3222,Naples,COLLIER,FL,26.269515,-81.7834635,FD,MFL
"Southwest Ranches Volunteer Fire Rescue, Inc.",17220 Griffin RD,954-434-8232,Southwest Ranches,BROWARD,FL,26.061588,-80.379054,FD,MFL
Hollywood Fire Rescue & Beach Safety Department,2741 Stirling RD,954-967-4248,Hollywood,BROWARD,FL,26.046477,-80.2148715,FD,MFL
Town of Davie Fire Rescue,6901 Orange DR,954-797-1213,Davie,BROWARD,FL,26.066988,-80.2390905,FD,MFL
Big Corkscrew Island Fire Control & Rescue District,13240 Immokalee RD,239-455-1204,Naples,COLLIER,FL,26.27631,-81.600993,FD,MFL
Dania Beach Fire-Rescue,100 W Beach BLVD,954-924-3727,Dania Beach,BROWARD,FL,26.05857211,-80.11186082,FD,MFL
Jim Hogg County Fire Department #2,202 E Galbraith,361-527-4372,Hebronville,JIM HOGG ,TX,27.3066357,-98.67722022,FD,BRO
Bonita Springs Fire Control and Rescue District,27701 Bonita Grande DR,239-949-6200,Bonita Springs,LEE,FL,26.336799,-81.737352,FD,TBW
Plantation Fire Department,550 NW 65TH AVE,954-797-2150,Plantation,BROWARD,FL,26.128638,-80.235774,FD,MFL
Broward Sheriff's Office Department of Fire Rescue,2601 W Broward BLVD,954-831-8200,Fort Lauderdale,BROWARD,FL,26.12331,-80.1770715,FD,MFL
Fort Lauderdale Fire Rescue,101 NE 3rd AVE,954-828-6800,Fort Lauderdale,BROWARD,FL,26.123526,-80.14104,FD,MFL
Premont Volunteer Fire Department,,361-348-2022,Premont,JIM WELLS,TX,27.358242,-98.167994,FD,CRP
City of Lauderhill Fire-Rescue,1980 NW 56TH AVE,954-730-2950,Lauderhill,BROWARD,FL,26.151156,-80.2244205,FD,MFL
El Cenizo Volunteer Fire Department,507 Cadena,956-712-1792,El Cenizo,WEBB ,TX,27.332442,-99.502974,FD,CRP
Sunrise Fire Rescue,10440 W Oakland Park BLVD,954-746-3400,Sunrise,BROWARD,FL,26.169003,-80.2881,FD,MFL
Sanibel Fire & Rescue District,2351 Palm Ridge RD,239-472-5525,Sanibel,LEE,FL,26.437725,-82.07793,FD,TBW
Lauderdale Lakes Fire & Rescue,3461 NW 43rd AVE,954-535-2770,Lauderdale Lakes,BROWARD,FL,26.16910392,-80.20625843,FD,MFL
Oakland Park Fire Rescue,2100 NW 39TH ST,954-630-4550,Oakland Park,BROWARD,FL,26.173737,-80.171532,FD,MFL
Rio Bravo Fire Department,1224 Paseo De Neva,956-728-7275,Laredo,WEBB ,TX,27.365004,-99.473823,FD,CRP
Tamarac Fire Rescue,6000 Hiatus RD,954-597-3800,Tamarac,BROWARD,FL,26.19980508,-80.28817519,FD,MFL
Estero Fire & Rescue,21500 Three Oaks PKWY,239-390-8000,Estero,LEE,FL,26.426385,-81.789093,FD,TBW
Fort Myers Beach Fire Control District,,239-590-4200,Fort Myers Beach,LEE,FL,26.452536,-81.949553,FD,TBW
North Lauderdale Fire Rescue,6151 Bailey RD,954-720-4315,North Lauderdale,BROWARD,FL,26.201457,-80.206821,FD,MFL
Seminole Tribe Fire Rescue Department,30290 Josie Billie HWY,863-983-2150,Clewiston,BROWARD,FL,26.3266733,-80.99872361,FD,MFL
Lauderdale-By-The-Sea Fire Department,4513 N Ocean DR,954-640-4252,Lauderdale By The Sea,BROWARD,FL,26.193024,-80.0965935,FD,MFL
San Carlos Park Fire Protection & Rescue Service District,19591 Ben Hill Griffin PKWY,239-267-7525,Fort Myers,LEE,FL,26.457633,-81.7802235,FD,TBW
Immokalee Fire Control District,502 New Market RD E,239-657-2111,Immokalee,COLLIER,FL,26.421759,-81.4104135,FD,MFL
Pompano Beach Fire Rescue,,954-786-4510,Pompano Beach,BROWARD,FL,26.237166,-80.104103,FD,MFL
Margate Fire Rescue,1811 Banks RD,954-971-7010,Margate,BROWARD,FL,26.252982,-80.196444,FD,MFL
Coral Springs-Parkland Fire Department,2801 Coral Springs DR,954-344-5934,Coral Springs,BROWARD,FL,26.26447965,-80.26602417,FD,MFL
Coconut Creek Fire Rescue,4800 W Copans RD,954-956-1534,Coconut Creek,BROWARD,FL,26.258499,-80.19018,FD,MFL
Quad-City Volunteer Fire Department,,361-747-5481,Oilton,WEBB ,TX,27.466044,-98.9757215,FD,CRP
South Trail Fire Protection and Rescue Service District,5531 Halifax AVE,239-433-0080,Fort Myers,LEE,FL,26.531397,-81.86229,FD,TBW
Lee Country Port Authority / ARFF,11000 Terminal Access RD STE 8671,239-590-4566,Fort Myers,LEE,FL,26.52743128,-81.75544408,FD,TBW
Lighthouse Point Fire Department,3740 NE 22ND AVE,954-941-2624,Lighthouse Point,BROWARD,FL,26.277012,-80.09316,FD,MFL
Kingsville Fire Department,,361-592-6445,Kingsville,KLEBERG,TX,27.515733,-97.855433,FD,CRP
Ricardo Volunteer Fire Department,,361-595-5186,Kingsville,KLEBERG,TX,27.51574,-97.85543,FD,CRP
Riviera Volunteer Fire Department,,361-296-3200,Kingsville,KLEBERG,TX,27.51574,-97.85543,FD,CRP
Iona McGregor Fire Protection & Rescue Service District,6061 S Pointe BLVD,239-433-0660,Fort Myers,LEE,FL,26.554986,-81.9048915,FD,TBW
Parkland Public Safety Department,6600 University DR,954-753-5050,Parkland,BROWARD,FL,26.312427,-80.252901,FD,MFL
Laredo Fire Department,1 Guadalupe ST,956-795-2150,Laredo,WEBB ,TX,27.506484,-99.4959405,FD,CRP
Deerfield Beach Fire/Rescue,928 E Hillsboro BLVD,954-480-4350,Deerfield Beach,BROWARD,FL,26.31771,-80.091324,FD,MFL
Lehigh Acres Fire Control & Rescue District,636 Thomas Sherwin AVE S,239-303-5300,Lehigh Acres,LEE,FL,26.562717,-81.604242,FD,TBW
Felda Volunteer Fire Department,,863-674-4081,Felda,HENDRY ,FL,26.547054,-81.4355315,FD,MFL
Upper Captiva Fire 7 Rescue District,,239-472-8899,Pineland,LEE,FL,26.658024,-82.1485925,FD,TBW
"Cape Coral Fire, Rescue & Emergency Management",,239-574-0501,Cape Coral,LEE,FL,26.632671,-81.956483,FD,TBW
Useppa Island Volunteer Fire Company,,239-283-7578,Bokeelia,LEE,FL,26.660085,-82.1350025,FD,TBW
City of Fort Myers Fire Department,2033 Jackson ST,239-321-7311,Fort Myers,LEE,FL,26.63996805,-81.8667055,FD,TBW
Nueces County Emergency Services District 2,337 Yorktown BLVD,361-937-2645,Corpus Christi,NUECES ,TX,27.619488,-97.3021815,FD,CRP
Boca Raton Fire Rescue Services Department,6500 Congress AVE STE 200,561-982-4000,Boca Raton,PALM BEACH ,FL,26.40474,-80.101314,FD,MFL
Tice Fire District,9351 Workmen WAY,239-694-2380,Fort Myers,LEE,FL,26.672058,-81.8023005,FD,TBW
North Fort Myers Fire Control and Rescue Service District,,239-997-8654,North Fort Myers,LEE,FL,26.684835,-81.884303,FD,TBW
Boca Grande Fire Department,,941-964-2908,Boca Grande,LEE,FL,26.750445,-82.262672,FD,TBW
NAS Corpus Christi Fire & Emergency Services,10800 D ST BLDG 7,361-961-1706,Corpus Christi,NUECES ,TX,27.69138146,-97.25907192,FD,CRP
Fort Myers Shores Fire Rescue & Protection District,12345 Palm Beach BLVD,239-694-2833,Fort Myers,LEE,FL,26.703,-81.752391,FD,TBW
Bayshore Fire/Rescue,17350 Nalle RD,239-543-3443,North Fort Myers,LEE,FL,26.716509,-81.800604,FD,TBW
Delray Beach Fire-Rescue Department,501 W Atlantic AVE,561-243-7400,Delray Beach,PALM BEACH ,FL,26.462232,-80.0786925,FD,MFL
Alva Fire Control District,2660 Styles RD,239-728-2223,Alva,LEE,FL,26.706456,-81.607743,FD,TBW
Alice Fire Department,,361-664-3111,Alice,JIM WELLS,TX,27.750777,-98.065043,FD,CRP
Little Gasparilla Island Fire and Rescue,,941-698-9632,Placida,CHARLOTTE,FL,26.83899555,-82.21111032,FD,TBW
San Diego Volunteer Fire Department,401 So. Dr. E. E. Dunlap ST,361-279-3321,San Diego,DUVAL,TX,27.76119175,-98.23977784,FD,CRP
Hendry County Emergency Services,485 E Cowboy WAY,863-612-0721,LaBelle,HENDRY ,FL,26.74684349,-81.4301213,FD,MFL
Agua Dulce Volunteer Fire Department,,361-998-2211,Agua Dulce,NUECES ,TX,27.7844649,-97.9119074,FD,CRP
Boynton Beach Fire Rescue Department,2080 High Ridge RD,561-742-6331,Boynton Beach,PALM BEACH ,FL,26.548488,-80.07219,FD,MFL
Robstown Fire Department,516 E Avenue B,361-387-2522,Robstown,NUECES ,TX,27.79026542,-97.66305844,FD,CRP
City of LaBelle Fire Department,280 S Main ST,863-675-1537,LaBelle,HENDRY ,FL,26.757099,-81.4390605,FD,MFL
Corpus Christi Fire Department,2406 Leopard ST,361-880-3900,Corpus Christi,NUECES ,TX,27.7967096,-97.41675441,FD,CRP
Refinery Terminal Fire Company,,361-882-6253,Corpus Christi,NUECES ,TX,27.798333,-97.4265605,FD,CRP
Montura-Flaghole Volunteer Fire Department,,863-983-1490,Clewiston,HENDRY ,FL,26.701278,-81.0226835,FD,MFL
South Bay Public Safety,335 SW 2nd AVE,561-996-6512,South Bay,PALM BEACH ,FL,26.661222,-80.713422,FD,MFL
Pioneer Plantation Volunteer Fire District,2499 Hendry Isles BLVD,863-983-1488,Clewiston,HENDRY ,FL,26.737137,-81.219312,FD,MFL
"Naval Station Ingleside, Texas",290 S Coral Sea RD,361-776-4294,Ingleside,SAN PATRICIO ,TX,27.82840654,-97.20138037,FD,CRP
South Palm Beach Department of Public Safety,3577 S Ocean BLVD,561-586-2122,South Palm Beach,PALM BEACH ,FL,26.589339,-80.0396505,FD,MFL
Annaville Volunteer Fire Department,11551 Leopard ST,361-241-1372,Corpus Christi,NUECES ,TX,27.849069,-97.59375,FD,CRP
Englewood Area Fire Control District,599 S Indiana AVE,941-474-3311,Englewood,SARASOTA ,FL,26.952174,-82.352601,FD,TBW
Lake Worth Fire & Rescue,1020 Lucerne AVE,561-586-1711,Lake Worth,PALM BEACH ,FL,26.61696,-80.0585505,FD,MFL
Clewiston Volunteer Fire Department,112 Commercio ST,863-983-1499,Clewiston,HENDRY ,FL,26.75404057,-80.9351012,FD,MFL
Greenacres Fire Rescue,2995 S Jog RD,561-642-2103,Greenacres,PALM BEACH ,FL,26.63287129,-80.14611318,FD,MFL
Ingleside on the Bay Volunteer Fire Department,,361-776-5290,Ingleside,SAN PATRICIO ,TX,27.868533,-97.206452,FD,CRP
Ingleside Volunteer Fire Department,,361-776-7422,Ingleside,SAN PATRICIO ,TX,27.868533,-97.206452,FD,CRP
City of Punta Gorda Fire Department,1410 Tamiami TRL,941-575-5529,Punta Gorda,CHARLOTTE,FL,26.925669,-82.046961,FD,TBW
Palm Springs Public Safety,400 Davis RD,561-968-8243,Palm Springs,PALM BEACH ,FL,26.64062204,-80.09642112,FD,MFL
Aransas Pass Fire Department,,361-758-2086,Aransas Pass,SAN PATRICIO ,TX,27.899826,-97.148033,FD,CRP
Nueces County Emergency Services District #4,5781 FM666,361-387-4066,Corpus Christi,NUECES ,TX,27.89811,-97.783443,FD,CRP
Charlotte County Fire & EMS,22429 Edgewater DR,941-743-1367,Punta Gorda,CHARLOTTE,FL,26.96409,-82.075644,FD,TBW
Palm Beach County Fire Rescue,405 Pike RD,561-616-7000,West Palm Beach,PALM BEACH ,FL,26.683596,-80.1668835,FD,MFL
Palm Beach Fire- Rescue Department,,561-838-5420,Palm Beach,PALM BEACH ,FL,26.671047,-80.038583,FD,MFL
Glades County Volunteer Fire Department,Hwy 27 and 2nd Street,863-946-0566,Moore Haven,GLADES ,FL,26.833617,-81.0929115,FD,MFL
Gregory Volunteer Fire Department,,361-438-6844,Gregory,SAN PATRICIO ,TX,27.92266,-97.29029,FD,CRP
West Palm Beach Fire Department,500 N Dixie HWY,561-804-4700,West Palm Beach,PALM BEACH ,FL,26.717445,-80.053074,FD,MFL
Freer Volunteer Fire Department,,361-394-6553,Freer,DUVAL,TX,27.947958,-98.5933025,FD,CRP
Taft Volunteer Fire Department,,361-528-3512,Taft,SAN PATRICIO ,TX,27.975858,-97.3730915,FD,CRP
Orange Grove Volunteer Fire Department,,361-384-2681,Orange Grove,JIM WELLS,TX,27.968874,-97.9914635,FD,CRP
Venice Fire Department,200 Grove ST N,941-480-3030,Venice,SARASOTA ,FL,27.100575,-82.4358735,FD,TBW
Palmdale Volunteer Fire Department,,863-674-1151,Palmdale,GLADES ,FL,26.94522,-81.31396,FD,MFL
North Port Fire Rescue District,4980 City Center BLVD,941-240-8150,North Port,SARASOTA ,FL,27.07383741,-82.20144164,FD,TBW
Nokomis Volunteer Fire Department,111 Pavonia RD,941-488-8855,Nokomis,SARASOTA ,FL,27.122004,-82.454184,FD,TBW
Palm Beach Shores Volunteer Fire Department,247 Edward LN,561-844-4807,Palm Beach Shores,PALM BEACH ,FL,26.778546,-80.037162,FD,MFL
Riviera Beach Fire Rescue,600 Blue Heron BLVD W STE 4,561-845-4104,Riviera Beach,PALM BEACH ,FL,26.784423,-80.0656425,FD,MFL
Lagarto Volunteer Fire Department,HC 2,361-547-5512,Sandia,LIVE OAK ,TX,28.0218276,-97.8771277,FD,CRP
Rockport Volunteer Fire Department,,361-729-5392,Rockport,ARANSAS,TX,28.03983,-97.057754,FD,CRP
North Palm Beach Fire Rescue,560 US HWY 1,561-848-2525,North Palm Beach,PALM BEACH ,FL,26.812467,-80.056233,FD,MFL
Fulton Volunteer Fire Department,,361-729-2691,Fulton,ARANSAS,TX,28.062942,-97.0366805,FD,CRP
Lamar Volunteer Fire Department Inc.,,361-790-5102,Fulton,ARANSAS,TX,28.062942,-97.0366805,FD,CRP
Palm Beach Gardens Fire Rescue,10500 N Military TRL,561-799-4300,Palm Beach Gardens,PALM BEACH ,FL,26.833185,-80.104563,FD,MFL
Mathis Volunteer Fire Department,411 E San Patrico AVE,361-547-2341,Mathis,SAN PATRICIO ,TX,28.09205193,-97.82525619,FD,CRP
Bayside Volunteer Fire Department,,361-529-6520,Bayside,REFUGIO,TX,28.101615,-97.2072305,FD,CRP
Holiday Beach Volunteer Fire Department,6779 Highway 35 N,361-729-3929,Rockport,ARANSAS,TX,28.169424,-96.9979815,FD,CRP
Tynan Volunteer Fire Department,7955 FM 796,361-547-9729,Tynan,BEE,TX,28.16878382,-97.75413902,FD,CRP
Papalote Volunteer Fire Department,134 CR 629,361-287-3399,Sinton,SAN PATRICIO ,TX,28.17342,-97.6007025,FD,CRP
DeSoto County Fire & Rescue,1985 SE Carlstrom Field RD,863-993-4842,Arcadia,DESOTO ,FL,27.208233,-81.8427015,FD,TBW
Tequesta Fire Rescue,357 Tequesta DR,561-575-6250,Tequesta,PALM BEACH ,FL,26.959239,-80.093511,FD,MFL
Sarasota County Fire Department,1600 Ringling BLVD,941-861-5300,Sarasota,SARASOTA ,FL,27.33494189,-82.53858536,FD,TBW
Woodsboro Fire Department,200 Johnson ST,361-543-4811,Woodsboro,REFUGIO,TX,28.238769,-97.3284615,FD,CRP
"Buckhead Ridge Community Volunteer Fire Company, Inc.",30076 E State Road 78,863-763-3372,Okeechobee,GLADES ,FL,27.143406,-80.8757505,FD,MFL
Sarasota Bradenton International Airport Fire Department,Sarasota Manatee Airport Authority,941-359-5200,Sarasota,SARASOTA ,FL,27.383875,-82.55911,FD,TBW
Skidmore Volunteer Fire Department,421 E Refugio ST,361-287-3747,Skidmore,BEE,TX,28.25777684,-97.68281294,FD,CRP
Longboat Key Fire Rescue,5490 Gulf of Mexico DR,941-316-1944,Longboat Key,MANATEE,FL,27.412497,-82.6585515,FD,TBW
Whitfield Fire Control District,7555 Ponce De Leon ST,941-355-2013,Sarasota,MANATEE,FL,27.405702,-82.567701,FD,TBW
Jupiter Island Public Safety Department - Fire Rescue,103 Bunker Hill RD,772-546-5014,Hobe Sound,MARTIN ,FL,27.052857,-80.1115605,FD,MLB
Sun 'N Lake Volunteer Fire Department,460 S Sun N Lakes BLVD,863-699-3708,Lake Placid,HIGHLANDS,FL,27.25216094,-81.32479034,FD,TBW
Myakka City Fire District,26636 State RD 70 E,941-322-6525,Myakka City,MANATEE,FL,27.386532,-82.2702105,FD,TBW
George West Volunteer Fire Department,,361-449-2123,George West,LIVE OAK ,TX,28.295115,-98.1376505,FD,CRP
Swinney Switch Volunteer Fire Department,78368-4027,361-813-6060,Mathis,LIVE OAK ,TX,28.303495,-97.88184,FD,CRP
Blanconia Volunteer Fire Department,,361-526-5105,Refugio,BEE,TX,28.318875,-97.274564,FD,CRP
Refugio Volunteer Fire department,,361-526-2114,Refugio,REFUGIO,TX,28.318875,-97.274564,FD,CRP
Cedar Hammock Fire Rescue,5200 26TH ST W,941-751-7090,Bradenton,MANATEE,FL,27.448749,-82.588104,FD,TBW
Southern Manatee Fire Rescue,,941-751-7675,Bradenton,MANATEE,FL,27.446262,-82.5098525,FD,TBW
Lake Placid Volunteer Fire Department,,863-699-3753,Lake Placid,HIGHLANDS,FL,27.303954,-81.362744,FD,TBW
Placid Lakes Volunteer Fire Department,,863-465-7805,Lake Placid,HIGHLANDS,FL,27.303954,-81.362744,FD,TBW
Highlands Park Volunteer Fire Department,1317 Columbus ST,863-699-3711,Lake Placid,HIGHLANDS,FL,27.29988,-81.3234825,FD,TBW
East Manatee Fire Rescue District,3200 Lakewood Ranch BLVD,941-751-5611,Bradenton,MANATEE,FL,27.470232,-82.433223,FD,TBW
Okeechobee Fire Department,55 SE Third AVE,863-467-1586,Okeechobee,OKEECHOBEE ,FL,27.243333,-80.827002,FD,MLB
West Manatee Fire Rescue,6417 3RD AVE W,941-761-1555,Bradenton,MANATEE,FL,27.497349,-82.626624,FD,TBW
Bradenton Fire Department,1010 9TH AVE W,941-932-9600,Bradenton,MANATEE,FL,27.492066,-82.572462,FD,TBW
Okeechobee County Fire Rescue,707 NW 6TH ST,863-763-5544,Okeechobee,OKEECHOBEE ,FL,27.248517,-80.837154,FD,MLB
Trailer Estates Fire Control District,,941-758-6453,Bradenton,MANATEE,FL,27.495492,-82.5780725,FD,TBW
Martin County Fire Rescue,800 SE Monterey RD,772-288-5710,Stuart,MARTIN ,FL,27.170883,-80.2425735,FD,MLB
North River Fire District,1225 14TH AVE W,941-721-6700,Palmetto,MANATEE,FL,27.524439,-82.5816825,FD,TBW
