NAME,ADDRESS,PHONE,CITY,COUNTY,STATE,LAT,LON,TYPE,WFO
EDP College of Puerto Rico Inc,560 Ponce de Leon Ave.  Cr. Arroyo St.,7877653560,San Juan,,PR,18.4153748,-66.05540297,UV,SJU
Puerto Rico Conservatory of Music,Urb Roosevelt 350 Rafael Lamar St,7.87751E+12,San Juan,,PR,18.4206,-66.068376,UV,SJU
International Technical College,104 Loaiza Cordero St,7877678389,San Juan,,PR,18.41699874,-66.05731166,UV,SJU
Escuela Hotelera de San Juan,229 Guayama St,7.8776E+12,Hato Rey,,PR,18.41700866,-66.0469641,UV,SJU
Liceo de Arte y Tecnologia,405 Ponce de Leon Ave.,7.87999E+13,Hato Rey,,PR,18.42101289,-66.05642111,UV,SJU
John Dewey College,427 Barbosa Ave. Third Floor,7877530039,Hato Rey,,PR,18.41677087,-66.04260659,UV,SJU
John Dewey College-University Division,Barbosa Ave #427 3rd Floor - Malco Bldg,78775300390,Hato Rey,,PR,18.417614,-66.043033,UV,SJU
Universidad Politecnica de Puerto Rico,377 Ponce de Leon Ave,7876228000,Hato Rey,,PR,18.42250293,-66.0553978,UV,SJU
Inter American University of Puerto Rico-School of Law,Calle Federico Costa 170 Sector Tres Monjitas,7877511912,San Juan,,PR,18.428145,-66.072656,UV,SJU
Puerto Rico Technical Junior College Inc,Ponce de Leon Ave #703,7877543431,Hato Rey,,PR,18.422767,-66.055245,UV,SJU
Centro de Estudios Multidisciplinarios,1206  13th. Street  Ext San Agustin,7.87765E+12,San Juan,,PR,18.429467,-66.071478,UV,SJU
Colegio Universitario de San Juan,180 Jose Oliver St Tres Monjitas  Ind. Park,7.87251E+13,San Juan,,PR,18.42852797,-66.06652882,UV,SJU
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,Calle Alegria Final Urb las Virtudes,7.87764E+12,Rio Piedras,,PR,18.417272,-66.013706,UV,SJU
University of Sacred Heart,Calle Rosales Esq San Antonio Pda 26 1/2,7877281515,Santurce,,PR,18.440592,-66.075103,UV,SJU
Universal Career Community College Inc.,Avenue Fernandez Juncos 1902,7877287299,Santurce,,PR,18.440637,-66.074617,UV,SJU
Instituto de Banca y Comercio Inc,1660 Calle Santa Ana,7879823000,San Juan,,PR,18.44304191,-66.06548658,UV,SJU
Carlos F Daniels Area Vocational School,Jose Severo Quinones St Urb Severo Quinones,7877627385,Carolina,,PR,18.440709,-66.058141,UV,SJU
Antilles School of Technical Careers,Ave.Fernandez Juncos 1851/1905,7872682244,Santurce,,PR,18.451635,-66.081865,UV,SJU
Universidad Del Este,Carr. # 190 Esq. Calle 220 Bo. Sabana Abajo,7872577373,Carolina,,PR,18.43114,-66.015963,UV,SJU
MBTI Business Training Institute,1256 Ponce de Leon Ave.,7877239403,Santurce,,PR,18.45022546,-66.0733717,UV,SJU
Center for Advanced Studies On Puerto Rico & the Caribbean,Calle Del Cristo #52,7.87723E+11,San Juan,,PR,18.46589,-66.118261,UV,SJU
Maison D'Esthetique Academy,Ponce de Leon 904 Stop 14,7877234672,San Juan,,PR,18.454846,-66.082198,UV,SJU
National College of Business and Technology-Rio Grande,Carr. #3 Km 22.01 - Barrio Cienaga Baja,7878888286,Rio Grande,,PR,18.38022,-65.852655,UV,SJU
Carlos Albizu University,San Francisco St Old San Juan,7.87726E+13,San Juan,,PR,18.466573,-66.113908,UV,SJU
Escuela de Artes Plasticas de Puerto Rico,Barrio Ballaja Campo Del Morro,7877290007,San Juan,,PR,18.467401,-66.111462,UV,SJU
Modern Hairstyling Institute,Ave.Fernandez Juncos #60,7877780300,Carolina,,PR,18.437993,-66.018652,UV,SJU
Caribbean University-Carolina,Calle Ignacio Arzuaga #6,7877690007,Carolina,,PR,18.4382,-66.017609,UV,SJU
Puerto Rico Barber College,Avenida General Valero #300 Altos,7878632970,Fajardo,,PR,18.328329,-65.655776,UV,SJU
Monteclaro Escuela de Hoteleria y Artes Culinarias,Carr. 955 Km. 4.8 Barrio Palmer,7878881135,Rio Grande,,PR,18.379204,-65.807716,UV,SJU
John Dewey College–Fajardo Branch,267 Valero St,7878601212,Fajardo,,PR,18.32921375,-65.65072224,UV,SJU
Inter American University of Puerto Rico-Fajardo,Calle Union-Batey Central Carr 195,7878632390,Fajardo,,PR,18.329157,-65.649624,UV,SJU
University of the Virgin Islands,2 John Brewers Bay,3407769200,Charlotte Amalie,,VI,18.344193,-64.972866,UV,SJU
Florida Keys Community College,5901 College Rd,3052969081,Key West,,FL,24.5827484,-81.7444595,UV,KEY
Texas Southmost College,80 Fort Brown,9568828200,Brownsville,,TX,25.89847445,-97.49208903,UV,BRO
The University of Texas at Brownsville,80 Fort Brown,9568828200,Brownsville,,TX,25.899724,-97.4915985,UV,BRO
Career Centers of Texas-Brownsville,1900 North Expressway,9565478200,Brownsville,,TX,25.943132,-97.502253,UV,BRO
Advanced Barber College and Hair Design,2818 S International,9569690341,Weslaco,,TX,26.13154273,-97.95824745,UV,BRO
Valley Grande Institute for Academic Studies,345 S. Texas Blvd.,9569731945,Weslaco,,TX,26.15825591,-97.99039125,UV,BRO
South Texas Vo-Tech Institute,2419 E Haggar Ave,9569691564,Weslaco,,TX,26.17155533,-97.96522925,UV,BRO
San Antonio College of Medical and Dental Assistants-McAllen,1500 S. Jackson,9566301499,McAllen,,TX,26.186109,-98.20706683,UV,BRO
University of Cosmetology Arts and Sciences,913 N 13th St,9564121212,Harlingen,,TX,26.2011271,-97.68399905,UV,BRO
Texas State Technical College Harlingen,1902 North Loop 499,9563644000,Harlingen,,TX,26.21933304,-97.66634779,UV,BRO
Southern Careers Institute Inc-South Texas,1414 N. Jackson Rd,5124484795,Pharr,,TX,26.21121696,-98.20103773,UV,BRO
South Texas College,3201 W Pecan,9568728311,McAllen,,TX,26.21756228,-98.25381529,UV,BRO
South Texas Vocational Technical Institute-McAllen,2400 Daffodil Ave.,9566311107,McAllen,,TX,26.233242,-98.242566,UV,BRO
University of Cosmetology Arts and Sciences,8401 N 10th St,9566879444,McAllen,,TX,26.26887273,-98.21959371,UV,BRO
The University of Texas-Pan American,1201 W University Dr,9563812011,Edinburg,,TX,26.30662864,-98.17211218,UV,BRO
Robert Morgan Educational Center,18180 SW 122nd Ave,3052539920,Miami,,FL,25.59913277,-80.39035403,UV,MFL
FastTrain of Kendall,10701 SW 104th St,3054123232,Miami,,FL,25.67305502,-80.36829153,UV,MFL
Everest Institute-Kendall,9020 SW 137th Ave,3058930005,Miami,,FL,25.68283824,-80.41704255,UV,MFL
Jones College-Miami Campus,"11430 N Kendall Drive, Suite 200",3052759996,Miami,,FL,25.686355,-80.382046,UV,MFL
College of Business and Technology,8991 SW 107 Ave Ste 200,3.05273E+13,Miami,,FL,25.685162,-80.366163,UV,MFL
Acupuncture and Massage College,10506 N Kendall Drive,3055959500,Miami,,FL,25.68624983,-80.36449982,UV,MFL
City College,9300 S Dadeland Blvd. Suite Ph,3056669242,Miami,,FL,25.68367296,-80.31637682,UV,MFL
Medvance Institute-Miami,"9035 Sunset Drive, Suite 200",3055965553,Miami,,FL,25.70240307,-80.34102204,UV,MFL
Professional Training Centers,13926 SW 47th Street,3052204120,Miami,,FL,25.72290301,-80.41948295,UV,MFL
University of Miami,University of Miami,3052842211,Coral Gables,,FL,25.720406,-80.27645,UV,MFL
Saint John Vianney College Seminary,2900 SW 87th Ave,3.05223E+12,Miami,,FL,25.74257936,-80.33741112,UV,MFL
Florida Career College,1321 SW 107 Ave Ste 201B,3055536065,Miami,,FL,25.75534213,-80.36666579,UV,MFL
Florida International University,11200 S. W. 8 Street,3053482000,Miami,,FL,25.75711094,-80.37759052,UV,MFL
International Training Careers,7360 SW 24th Street  Suite 31,3052639696,Miami,,FL,25.748003,-80.314797,UV,MFL
Hi-Tech School of Cosmetology,1303 SW 107 Ave,3054879997,Miami,,FL,25.75658763,-80.36773826,UV,MFL
M-DCPS The English Center,3501 SW 28 St.,3054457731,Miami,,FL,25.73963149,-80.25170241,UV,MFL
Mercy Hospital School of Practical Nursing,3663 S Miami Ave,3.05285E+13,Miami,,FL,25.743109,-80.21658,UV,MFL
Universal Massage and Beauty Institute,10720 W Flagler School Ste 21,3054857700,Sweetwater,,FL,25.767485,-80.370195,UV,MFL
Beauty Schools of America,1176 SW 67th Avenue,3052676604,Miami,,FL,25.760695,-80.303842,UV,MFL
College of Business and Technology-Flagler Campus,8230 W Flagler St.,3.05273E+13,Miami,,FL,25.76905227,-80.3291611,UV,MFL
Florida Education Institute,5818 SW 8th St,3052639990,Miami,,FL,25.76325024,-80.29049582,UV,MFL
Technical Career Institute,"7757 West Flagler St, Suite 230",3052615511,Miami,,FL,25.769888,-80.324026,UV,MFL
FastTrain of Miami,5555 W Flagler Street,3052662800,Miami,,FL,25.7711585,-80.28593821,UV,MFL
La Belle Beauty Academy,2960 SW 8th St,3056492800,Miami,,FL,25.765055,-80.24212,UV,MFL
Management Resources Institute,4343 W Flagler St Ste 203,3054429223,Miami,,FL,25.77183263,-80.26658284,UV,MFL
Praxis Institute,1850 SW 8th St 4th Fl,3056424104,Miami,,FL,25.7654094,-80.225612,UV,MFL
New Professions Technical Institute,4000 W.  Flagler St.,3054612223,Miami,,FL,25.77148808,-80.26187321,UV,MFL
Saber,3990 W Flagler St Ste 103,3054437601,Miami,,FL,25.77151837,-80.26129876,UV,MFL
ITT Technical Institute-Miami,"7955 NW 12th St, Ste 119",3054773080,Miami,,FL,25.782701,-80.325148,UV,MFL
Florida College of Natural Health,7925 NW 12th St Ste 201,3055979599,Miami,,FL,25.782702,-80.324576,UV,MFL
New Concept Massage and Beauty School,2022 SW 1st St,3056423020,Miami,,FL,25.77128037,-80.22854734,UV,MFL
Carlos Albizu University-Miami Campus,2173 N.W.  99th Avenue,3055931223,Miami,,FL,25.79516198,-80.35500229,UV,MFL
Dade Medical College,3401 NW 7th St,3056441171,Miami,,FL,25.77931163,-80.25134802,UV,MFL
Nouvelle Institute,3271 NW 7th St Ste 106,3056433360,Miami,,FL,25.779157,-80.249373,UV,MFL
South Florida Institute of Technology,"720 NW 27th Avenue, 2nd Floor",3056492050,Miami,,FL,25.779943,-80.239444,UV,MFL
ATI Career Training Center,7265 NW 25th Street,3055913060,Miami,,FL,25.79706,-80.31441,UV,MFL
Miami Dade College,300 NE 2nd Ave.,3052378888,Miami,,FL,25.77771735,-80.19085641,UV,MFL
Miami Ad School,955 Alton Rd,3.05538E+13,Miami Beach,,FL,25.779947,-80.14082,UV,MFL
Yeshivah Gedolah Rabbinical College,1140 Alton Rd,3.05654E+13,Miami Beach,,FL,25.782409,-80.141029,UV,MFL
AI Miami International University of Art and Design,1501 Biscayne Boulevard,3054285700,Miami,,FL,25.79000764,-80.18839025,UV,MFL
Brown Mackie College-Miami,1501 Biscayne Blvd,3053416600,Miami,,FL,25.79001761,-80.18842015,UV,MFL
Advanced Technical Centers,5600  NW 36 Street,3.05871E+12,Miami,,FL,25.80664546,-80.28710042,UV,MFL
Lindsey Hopkins Technical Education Center,750 NW 20 Street,3.05325E+13,Miami,,FL,25.79467552,-80.20815441,UV,MFL
George T Baker Aviation School,3275 NW 42nd Ave,3.05871E+13,Miami,,FL,25.80409184,-80.26359058,UV,MFL
Talmudic College of Florida,1910 Alton Rd,3055347050,Miami Beach,,FL,25.7949,-80.141334,UV,MFL
Compu-Med Vocational Careers Corp,2900 W 12th Ave 3rd Fl,3058889200,Hialeah,,FL,25.8484461,-80.30691544,UV,MFL
Total International Career Institute,3060 W 12th Ave,3056816622,Hialeah,,FL,25.84913464,-80.30678597,UV,MFL
Advance Science Institute,3750 W 12 Ave,3058275452,Hialeah,,FL,25.85559755,-80.30698855,UV,MFL
